subscriber_id,signup_date_key,signup_date,country_id,region_id,current_plan_id,primary_device_id,acquisition_channel,subscriber_status,churn_date_key,tenure_months,extra_members_count,estimated_ltv_usd
108760,20241211,2024-12-11,1,1,1,1,Organic Word of Mouth,Active,,12,0,59.88
108761,20240110,2024-01-10,20,4,3,3,Search & SEO,Churned,20250712.0,18,0,125.82
108762,20220518,2022-05-18,14,3,1,1,Social Media Campaign,Active,,43,0,214.57
108763,20220413,2022-04-13,24,4,5,1,Search & SEO,Active,,44,0,1011.56
108764,20240202,2024-02-02,1,1,1,3,Organic Word of Mouth,Churned,20251102.0,21,0,104.79
108765,20240301,2024-03-01,1,1,3,3,Referral,Active,,21,0,146.79
108766,20210531,2021-05-31,13,3,5,3,Smart TV Pre-install,Active,,55,0,1264.45
108767,20250122,2025-01-22,1,1,5,1,Referral,Active,,11,0,252.89
108768,20241107,2024-11-07,13,3,4,2,Organic Word of Mouth,Active,,13,0,201.37
108769,20251107,2025-11-07,5,2,3,1,Organic Word of Mouth,Active,,1,0,6.99
108770,20200923,2020-09-23,18,4,5,1,Organic Word of Mouth,Churned,20230813.0,35,0,804.65
108771,20210311,2021-03-11,15,3,1,3,Social Media Campaign,Active,,57,0,284.43
108772,20251024,2025-10-24,1,1,4,1,Social Media Campaign,Active,,2,0,30.98
108773,20240928,2024-09-28,4,2,4,1,Social Media Campaign,Active,,15,0,232.35
108774,20241027,2024-10-27,7,2,4,1,Search & SEO,Active,,14,0,216.86
108775,20250405,2025-04-05,9,2,4,2,Organic Word of Mouth,Active,,8,0,123.92
108776,20250531,2025-05-31,7,2,4,1,Social Media Campaign,Active,,7,0,108.43
108777,20231113,2023-11-13,19,4,4,3,Organic Word of Mouth,Churned,20251225.0,25,0,387.25
108778,20210924,2021-09-24,5,2,1,3,Social Media Campaign,Churned,20220214.0,5,0,24.95
108779,20220907,2022-09-07,12,2,4,5,Social Media Campaign,Active,,39,0,604.11
108780,20210806,2021-08-06,18,4,5,3,Search & SEO,Active,,52,0,1195.48
108781,20251109,2025-11-09,2,1,4,5,Organic Word of Mouth,Active,,1,0,15.49
108782,20211030,2021-10-30,2,1,1,5,Social Media Campaign,Active,,50,0,249.5
108783,20250204,2025-02-04,5,2,5,5,Organic Word of Mouth,Active,,10,1,309.8
108784,20210506,2021-05-06,20,4,5,5,Organic Word of Mouth,Active,,55,0,1264.45
108785,20200729,2020-07-29,1,1,4,1,ISP / Telco Bundle,Churned,20220910.0,26,0,402.74
108786,20210417,2021-04-17,1,1,4,2,Organic Word of Mouth,Active,,56,0,867.44
108787,20230512,2023-05-12,2,1,4,1,Search & SEO,Churned,20230706.0,2,0,30.98
108788,20231206,2023-12-06,1,1,5,1,Organic Word of Mouth,Active,,24,0,551.76
108789,20250511,2025-05-11,8,2,5,3,ISP / Telco Bundle,Active,,7,0,160.93
108790,20250710,2025-07-10,13,3,4,1,Smart TV Pre-install,Churned,20250821.0,1,0,15.49
108791,20201003,2020-10-03,1,1,4,1,Search & SEO,Active,,62,0,960.38
108792,20241216,2024-12-16,1,1,5,3,Smart TV Pre-install,Active,,12,0,275.88
108793,20240106,2024-01-06,20,4,5,2,Smart TV Pre-install,Active,,23,0,528.77
108794,20240727,2024-07-27,13,3,1,1,Referral,Churned,20250816.0,13,0,64.87
108795,20240617,2024-06-17,6,2,1,1,Organic Word of Mouth,Churned,20251217.0,18,0,89.82
108796,20200430,2020-04-30,1,1,4,2,Organic Word of Mouth,Active,,68,0,1053.32
108797,20230725,2023-07-25,13,3,5,1,ISP / Telco Bundle,Churned,20250411.0,21,0,482.79
108798,20230922,2023-09-22,13,3,4,1,Organic Word of Mouth,Churned,20240306.0,6,0,92.94
108799,20230917,2023-09-17,4,2,4,1,ISP / Telco Bundle,Active,,27,0,418.23
108800,20230912,2023-09-12,1,1,3,2,Search & SEO,Churned,20250913.0,24,0,167.76
108801,20250312,2025-03-12,15,3,5,1,Organic Word of Mouth,Active,,9,0,206.91
108802,20230430,2023-04-30,1,1,3,4,Social Media Campaign,Churned,20230701.0,3,0,20.97
108803,20201009,2020-10-09,1,1,4,3,ISP / Telco Bundle,Churned,20220525.0,19,0,294.31
108804,20250811,2025-08-11,3,2,4,2,Smart TV Pre-install,Active,,4,0,61.96
108805,20200323,2020-03-23,19,4,2,3,Organic Word of Mouth,Active,,69,0,689.31
108806,20220502,2022-05-02,23,4,4,1,Social Media Campaign,Churned,20230717.0,14,0,216.86
108807,20240708,2024-07-08,1,1,4,1,Organic Word of Mouth,Active,,17,1,399.16
108808,20220411,2022-04-11,1,1,4,1,Social Media Campaign,Churned,20230421.0,12,0,185.88
108809,20230920,2023-09-20,13,3,4,1,Search & SEO,Active,,27,0,418.23
108810,20220620,2022-06-20,15,3,1,3,Smart TV Pre-install,Active,,42,0,209.58
108811,20230805,2023-08-05,13,3,4,1,Organic Word of Mouth,Churned,20241119.0,15,0,232.35
108812,20210930,2021-09-30,5,2,2,1,Search & SEO,Active,,51,0,509.49
108813,20231001,2023-10-01,8,2,3,1,Organic Word of Mouth,Active,,26,0,181.74
108814,20200917,2020-09-17,18,4,4,1,Organic Word of Mouth,Active,,63,0,975.87
108815,20230227,2023-02-27,1,1,5,1,Referral,Active,,34,0,781.66
108816,20240911,2024-09-11,7,2,4,4,Social Media Campaign,Active,,15,0,232.35
108817,20201125,2020-11-25,13,3,4,1,ISP / Telco Bundle,Active,,61,0,944.89
108818,20240628,2024-06-28,1,1,3,3,Search & SEO,Churned,20250523.0,11,0,76.89
108819,20240907,2024-09-07,20,4,5,1,Search & SEO,Active,,15,0,344.85
108820,20220425,2022-04-25,3,2,4,6,Referral,Active,,44,0,681.56
108821,20210815,2021-08-15,5,2,4,1,Social Media Campaign,Active,,52,0,805.48
108822,20220824,2022-08-24,1,1,2,5,Smart TV Pre-install,Active,,40,0,399.6
108823,20230912,2023-09-12,3,2,1,1,Social Media Campaign,Active,,27,0,134.73
108824,20230309,2023-03-09,21,4,2,3,Social Media Campaign,Active,,33,0,329.67
108825,20210916,2021-09-16,1,1,4,3,Organic Word of Mouth,Active,,51,0,789.99
108826,20200611,2020-06-11,18,4,5,1,Search & SEO,Active,,66,0,1517.34
108827,20211210,2021-12-10,4,2,1,1,Social Media Campaign,Active,,48,0,239.52
108828,20231119,2023-11-19,13,3,2,2,Organic Word of Mouth,Active,,25,0,249.75
108829,20201223,2020-12-23,14,3,4,2,Organic Word of Mouth,Active,,60,0,929.4
108830,20240112,2024-01-12,19,4,4,2,Organic Word of Mouth,Active,,23,1,540.04
108831,20250303,2025-03-03,5,2,4,2,Search & SEO,Churned,20250722.0,4,0,61.96
108832,20210320,2021-03-20,1,1,5,1,Organic Word of Mouth,Active,,57,0,1310.43
108833,20220115,2022-01-15,5,2,4,3,Organic Word of Mouth,Churned,20220817.0,7,0,108.43
108834,20210422,2021-04-22,1,1,1,1,Organic Word of Mouth,Active,,56,0,279.44
108835,20220115,2022-01-15,9,2,2,3,Search & SEO,Active,,47,0,469.53
108836,20250909,2025-09-09,2,1,5,3,Organic Word of Mouth,Active,,3,1,92.94
108837,20201218,2020-12-18,1,1,2,1,Organic Word of Mouth,Active,,60,0,599.4
108838,20200821,2020-08-21,5,2,5,1,Organic Word of Mouth,Active,,64,0,1471.36
108839,20230204,2023-02-04,1,1,5,4,Smart TV Pre-install,Churned,20251019.0,32,0,735.68
108840,20231213,2023-12-13,5,2,1,1,Organic Word of Mouth,Active,,24,0,119.76
108841,20230818,2023-08-18,1,1,3,1,Referral,Active,,28,0,195.72
108842,20250910,2025-09-10,5,2,1,1,Organic Word of Mouth,Active,,3,0,14.97
108843,20250530,2025-05-30,14,3,5,3,ISP / Telco Bundle,Active,,7,0,160.93
108844,20230531,2023-05-31,15,3,4,1,Referral,Active,,31,0,480.19
108845,20251013,2025-10-13,21,4,4,1,Smart TV Pre-install,Active,,2,1,46.96
108846,20210301,2021-03-01,5,2,5,1,Organic Word of Mouth,Active,,57,0,1310.43
108847,20211017,2021-10-17,1,1,4,4,Referral,Active,,50,0,774.5
108848,20210222,2021-02-22,4,2,5,5,Organic Word of Mouth,Churned,20210820.0,6,0,137.94
108849,20230804,2023-08-04,13,3,4,3,Search & SEO,Active,,28,0,433.72
108850,20231125,2023-11-25,1,1,4,2,Smart TV Pre-install,Active,,25,1,587.0
108851,20200419,2020-04-19,15,3,4,1,Organic Word of Mouth,Active,,68,0,1053.32
108852,20200724,2020-07-24,14,3,1,2,Search & SEO,Churned,20221027.0,27,0,134.73
108853,20230712,2023-07-12,8,2,4,4,Organic Word of Mouth,Churned,20230817.0,1,0,15.49
108854,20220225,2022-02-25,16,3,2,1,Organic Word of Mouth,Active,,46,0,459.54
108855,20250815,2025-08-15,1,1,3,6,Organic Word of Mouth,Active,,4,0,27.96
108856,20240306,2024-03-06,15,3,3,1,Organic Word of Mouth,Active,,21,0,146.79
108857,20240119,2024-01-19,1,1,4,1,Organic Word of Mouth,Active,,23,0,356.27
108858,20230716,2023-07-16,3,2,3,4,Search & SEO,Active,,29,0,202.71
108859,20250712,2025-07-12,20,4,4,5,Organic Word of Mouth,Active,,5,0,77.45
108860,20210517,2021-05-17,19,4,4,6,Organic Word of Mouth,Churned,20240915.0,40,0,619.6
108861,20240625,2024-06-25,14,3,5,1,Social Media Campaign,Active,,18,0,413.82
108862,20250504,2025-05-04,5,2,3,3,Organic Word of Mouth,Active,,7,0,48.93
108863,20240117,2024-01-17,19,4,4,1,Referral,Active,,23,0,356.27
108864,20241212,2024-12-12,20,4,3,2,Search & SEO,Active,,12,0,83.88
108865,20220601,2022-06-01,3,2,5,1,Organic Word of Mouth,Churned,20240327.0,21,0,482.79
108866,20221207,2022-12-07,1,1,4,1,Organic Word of Mouth,Active,,36,0,557.64
108867,20240121,2024-01-21,18,4,5,2,Organic Word of Mouth,Churned,20240223.0,1,0,22.99
108868,20241127,2024-11-27,20,4,1,5,Referral,Active,,13,0,64.87
108869,20221113,2022-11-13,12,2,5,1,Social Media Campaign,Active,,37,0,850.63
108870,20200318,2020-03-18,19,4,5,1,ISP / Telco Bundle,Active,,69,0,1586.31
108871,20200203,2020-02-03,4,2,1,1,Organic Word of Mouth,Active,,70,0,349.3
108872,20251103,2025-11-03,1,1,4,4,Social Media Campaign,Active,,1,0,15.49
108873,20200701,2020-07-01,7,2,4,2,Organic Word of Mouth,Active,,65,0,1006.85
108874,20240403,2024-04-03,20,4,3,1,Social Media Campaign,Churned,20250617.0,14,0,97.86
108875,20210822,2021-08-22,12,2,4,6,Smart TV Pre-install,Churned,20220524.0,9,0,139.41
108876,20230424,2023-04-24,10,2,4,2,Social Media Campaign,Active,,32,0,495.68
108877,20201207,2020-12-07,3,2,2,1,Organic Word of Mouth,Active,,60,0,599.4
108878,20231027,2023-10-27,15,3,3,2,Organic Word of Mouth,Churned,20240129.0,3,0,20.97
108879,20200408,2020-04-08,5,2,4,3,Organic Word of Mouth,Churned,20210912.0,17,0,263.33
108880,20220129,2022-01-29,13,3,5,1,ISP / Telco Bundle,Active,,47,0,1080.53
108881,20251208,2025-12-08,1,1,3,2,Search & SEO,Active,,1,0,6.99
108882,20210818,2021-08-18,1,1,1,1,Organic Word of Mouth,Churned,20240601.0,34,0,169.66
108883,20200803,2020-08-03,12,2,5,1,ISP / Telco Bundle,Active,,64,0,1471.36
108884,20250628,2025-06-28,12,2,4,1,Organic Word of Mouth,Active,,6,2,188.82
108885,20210116,2021-01-16,23,4,5,3,Organic Word of Mouth,Active,,59,0,1356.41
108886,20230209,2023-02-09,13,3,4,2,Search & SEO,Active,,34,0,526.66
108887,20211213,2021-12-13,1,1,4,2,Social Media Campaign,Active,,48,0,743.52
108888,20210213,2021-02-13,19,4,1,1,Referral,Active,,58,0,289.42
108889,20241013,2024-10-13,18,4,4,1,Social Media Campaign,Active,,14,1,328.72
108890,20220923,2022-09-23,3,2,5,1,Organic Word of Mouth,Active,,39,0,896.61
108891,20211028,2021-10-28,14,3,4,1,Organic Word of Mouth,Churned,20250521.0,43,0,666.07
108892,20241023,2024-10-23,7,2,1,1,Organic Word of Mouth,Active,,14,0,69.86
108893,20241015,2024-10-15,13,3,5,1,Search & SEO,Active,,14,0,321.86
108894,20230124,2023-01-24,4,2,5,3,Organic Word of Mouth,Active,,35,0,804.65
108895,20200123,2020-01-23,1,1,4,2,Organic Word of Mouth,Active,,71,0,1099.79
108896,20220627,2022-06-27,1,1,2,1,Search & SEO,Churned,20240611.0,24,0,239.76
108897,20200913,2020-09-13,1,1,1,1,Organic Word of Mouth,Churned,20230421.0,31,0,154.69
108898,20220807,2022-08-07,1,1,4,3,Smart TV Pre-install,Active,,40,0,619.6
108899,20230711,2023-07-11,14,3,4,1,Smart TV Pre-install,Active,,29,0,449.21
108900,20211107,2021-11-07,3,2,5,4,Organic Word of Mouth,Active,,49,0,1126.51
108901,20210418,2021-04-18,21,4,1,2,Organic Word of Mouth,Active,,56,0,279.44
108902,20250510,2025-05-10,20,4,4,1,Social Media Campaign,Active,,7,1,164.36
108903,20210511,2021-05-11,2,1,2,1,Search & SEO,Churned,20221102.0,18,0,179.82
108904,20221026,2022-10-26,13,3,4,1,Social Media Campaign,Churned,20240930.0,23,0,356.27
108905,20231001,2023-10-01,3,2,1,1,Search & SEO,Churned,20240810.0,10,0,49.9
108906,20240819,2024-08-19,5,2,3,1,Search & SEO,Churned,20250627.0,10,0,69.9
108907,20211225,2021-12-25,15,3,5,3,Social Media Campaign,Churned,20231115.0,23,0,528.77
108908,20211203,2021-12-03,1,1,4,2,Organic Word of Mouth,Active,,48,0,743.52
108909,20230530,2023-05-30,3,2,5,1,Smart TV Pre-install,Active,,31,0,712.69
108910,20201018,2020-10-18,18,4,4,1,Social Media Campaign,Churned,20231027.0,36,0,557.64
108911,20230412,2023-04-12,11,2,4,2,Search & SEO,Active,,32,0,495.68
108912,20230917,2023-09-17,1,1,4,2,Organic Word of Mouth,Churned,20240825.0,11,0,170.39
108913,20221010,2022-10-10,4,2,5,3,ISP / Telco Bundle,Active,,38,0,873.62
108914,20250114,2025-01-14,8,2,3,3,Social Media Campaign,Churned,20250921.0,8,0,55.92
108915,20220611,2022-06-11,14,3,5,3,Organic Word of Mouth,Churned,20230521.0,11,0,252.89
108916,20200603,2020-06-03,13,3,5,1,ISP / Telco Bundle,Churned,20220502.0,23,0,528.77
108917,20230822,2023-08-22,18,4,3,1,Organic Word of Mouth,Active,,28,0,195.72
108918,20200318,2020-03-18,20,4,4,4,Social Media Campaign,Active,,69,0,1068.81
108919,20200308,2020-03-08,20,4,2,2,Organic Word of Mouth,Active,,69,0,689.31
108920,20210221,2021-02-21,19,4,4,2,Smart TV Pre-install,Active,,58,0,898.42
108921,20241026,2024-10-26,20,4,4,1,Search & SEO,Active,,14,0,216.86
108922,20240229,2024-02-29,3,2,4,1,Smart TV Pre-install,Active,,22,1,516.56
108923,20210808,2021-08-08,23,4,1,2,ISP / Telco Bundle,Active,,52,0,259.48
108924,20240618,2024-06-18,17,3,4,1,Search & SEO,Active,,18,0,278.82
108925,20230720,2023-07-20,8,2,4,1,Smart TV Pre-install,Active,,29,0,449.21
108926,20210824,2021-08-24,1,1,4,1,Social Media Campaign,Churned,20230718.0,23,0,356.27
108927,20241109,2024-11-09,3,2,3,2,Organic Word of Mouth,Active,,13,0,90.87
108928,20220212,2022-02-12,1,1,1,1,Organic Word of Mouth,Active,,46,0,229.54
108929,20250710,2025-07-10,4,2,2,1,Social Media Campaign,Active,,5,0,49.95
108930,20250524,2025-05-24,1,1,4,1,Social Media Campaign,Active,,7,0,108.43
108931,20250331,2025-03-31,15,3,4,1,Social Media Campaign,Active,,9,0,139.41
108932,20210415,2021-04-15,14,3,2,3,Referral,Churned,20220320.0,11,0,109.89
108933,20231006,2023-10-06,1,1,4,1,Search & SEO,Active,,26,0,402.74
108934,20240813,2024-08-13,3,2,4,3,Organic Word of Mouth,Active,,16,0,247.84
108935,20221023,2022-10-23,21,4,1,1,Organic Word of Mouth,Active,,38,0,189.62
108936,20240203,2024-02-03,13,3,3,1,Smart TV Pre-install,Churned,20250612.0,16,0,111.84
108937,20241224,2024-12-24,14,3,2,2,Social Media Campaign,Active,,12,0,119.88
108938,20210516,2021-05-16,1,1,4,3,Referral,Churned,20251212.0,55,0,851.95
108939,20251214,2025-12-14,9,2,5,2,Organic Word of Mouth,Active,,1,2,38.97
108940,20200421,2020-04-21,7,2,1,3,Referral,Churned,20230108.0,33,0,164.67
108941,20200209,2020-02-09,19,4,5,1,Search & SEO,Churned,20200326.0,1,0,22.99
108942,20210322,2021-03-22,18,4,4,2,Organic Word of Mouth,Active,,57,0,882.93
108943,20220624,2022-06-24,1,1,5,1,ISP / Telco Bundle,Churned,20231031.0,16,0,367.84
108944,20220425,2022-04-25,14,3,4,3,Social Media Campaign,Churned,20250206.0,34,0,526.66
108945,20240105,2024-01-05,14,3,3,1,Referral,Churned,20250928.0,20,0,139.8
108946,20220309,2022-03-09,1,1,4,2,Organic Word of Mouth,Active,,45,0,697.05
108947,20240722,2024-07-22,11,2,5,1,Search & SEO,Churned,20250204.0,7,0,160.93
108948,20230927,2023-09-27,4,2,4,3,Search & SEO,Active,,27,0,418.23
108949,20241030,2024-10-30,1,1,3,6,Search & SEO,Active,,14,0,97.86
108950,20200109,2020-01-09,20,4,5,1,Referral,Active,,71,0,1632.29
108951,20241008,2024-10-08,1,1,5,2,Social Media Campaign,Active,,14,0,321.86
108952,20220227,2022-02-27,20,4,1,1,Social Media Campaign,Active,,46,0,229.54
108953,20240514,2024-05-14,2,1,4,1,Search & SEO,Active,,19,0,294.31
108954,20240325,2024-03-25,5,2,3,1,Organic Word of Mouth,Churned,20240715.0,4,0,27.96
108955,20250419,2025-04-19,14,3,3,1,Social Media Campaign,Active,,8,0,55.92
108956,20220725,2022-07-25,4,2,4,1,Social Media Campaign,Churned,20231115.0,16,0,247.84
108957,20240611,2024-06-11,1,1,3,2,Social Media Campaign,Churned,20241109.0,5,0,34.95
108958,20240907,2024-09-07,23,4,5,1,Organic Word of Mouth,Active,,15,0,344.85
108959,20250721,2025-07-21,15,3,5,2,Organic Word of Mouth,Active,,5,0,114.95
108960,20250618,2025-06-18,4,2,4,2,Organic Word of Mouth,Active,,6,0,92.94
108961,20230113,2023-01-13,13,3,3,3,Search & SEO,Churned,20231102.0,10,0,69.9
108962,20240311,2024-03-11,14,3,2,1,Social Media Campaign,Active,,21,0,209.79
108963,20200318,2020-03-18,1,1,4,1,Organic Word of Mouth,Active,,69,0,1068.81
108964,20201103,2020-11-03,13,3,4,3,Organic Word of Mouth,Active,,61,0,944.89
108965,20250406,2025-04-06,2,1,3,1,Social Media Campaign,Active,,8,0,55.92
108966,20240521,2024-05-21,14,3,4,1,Search & SEO,Active,,19,0,294.31
108967,20200211,2020-02-11,7,2,4,5,Social Media Campaign,Active,,70,0,1084.3
108968,20220722,2022-07-22,13,3,5,1,Organic Word of Mouth,Churned,20230416.0,9,0,206.91
108969,20231214,2023-12-14,1,1,5,1,Organic Word of Mouth,Churned,20250714.0,19,0,436.81
108970,20230503,2023-05-03,20,4,4,1,Organic Word of Mouth,Churned,20251020.0,29,0,449.21
108971,20240402,2024-04-02,5,2,2,1,Organic Word of Mouth,Active,,20,0,199.8
108972,20230126,2023-01-26,3,2,3,3,Organic Word of Mouth,Active,,35,0,244.65
108973,20230116,2023-01-16,11,2,3,1,Social Media Campaign,Active,,35,0,244.65
108974,20220911,2022-09-11,13,3,4,2,Search & SEO,Churned,20250227.0,29,0,449.21
108975,20240823,2024-08-23,21,4,5,1,Social Media Campaign,Active,,16,0,367.84
108976,20200123,2020-01-23,15,3,4,1,Smart TV Pre-install,Active,,71,0,1099.79
108977,20210905,2021-09-05,8,2,4,1,Organic Word of Mouth,Churned,20211207.0,3,0,46.47
108978,20240519,2024-05-19,5,2,4,1,Referral,Active,,19,0,294.31
108979,20240511,2024-05-11,13,3,5,2,Search & SEO,Active,,19,0,436.81
108980,20210420,2021-04-20,13,3,4,2,Organic Word of Mouth,Churned,20240329.0,35,0,542.15
108981,20220814,2022-08-14,20,4,4,1,Organic Word of Mouth,Churned,20251015.0,38,0,588.62
108982,20250511,2025-05-11,3,2,3,1,Organic Word of Mouth,Churned,20250913.0,4,0,27.96
108983,20220105,2022-01-05,5,2,5,1,Smart TV Pre-install,Churned,20221229.0,11,0,252.89
108984,20240326,2024-03-26,17,3,5,3,Social Media Campaign,Active,,21,0,482.79
108985,20210303,2021-03-03,1,1,4,1,Social Media Campaign,Active,,57,0,882.93
108986,20240910,2024-09-10,18,4,4,3,Organic Word of Mouth,Churned,20250301.0,6,0,92.94
108987,20220806,2022-08-06,2,1,1,1,Smart TV Pre-install,Active,,40,0,199.6
108988,20210812,2021-08-12,1,1,4,1,Organic Word of Mouth,Churned,20220221.0,6,0,92.94
108989,20201002,2020-10-02,4,2,4,1,ISP / Telco Bundle,Active,,62,0,960.38
108990,20250502,2025-05-02,1,1,5,2,Referral,Churned,20250705.0,2,0,45.98
108991,20210718,2021-07-18,3,2,4,2,Search & SEO,Active,,53,0,820.97
108992,20221129,2022-11-29,1,1,4,3,Search & SEO,Active,,37,0,573.13
108993,20200428,2020-04-28,5,2,5,1,Organic Word of Mouth,Active,,68,0,1563.32
108994,20220106,2022-01-06,1,1,5,1,Social Media Campaign,Active,,47,0,1080.53
108995,20250502,2025-05-02,2,1,3,2,Organic Word of Mouth,Active,,7,0,48.93
108996,20250812,2025-08-12,7,2,4,6,Social Media Campaign,Churned,20251027.0,2,0,30.98
108997,20251004,2025-10-04,1,1,1,4,Social Media Campaign,Active,,2,0,9.98
108998,20230114,2023-01-14,19,4,4,1,Social Media Campaign,Active,,35,0,542.15
108999,20200806,2020-08-06,1,1,4,2,Organic Word of Mouth,Churned,20220706.0,23,0,356.27
109000,20230419,2023-04-19,1,1,3,1,Smart TV Pre-install,Churned,20230610.0,2,0,13.98
109001,20220624,2022-06-24,1,1,5,2,Search & SEO,Active,,42,0,965.58
109002,20201108,2020-11-08,4,2,5,1,Social Media Campaign,Active,,61,0,1402.39
109003,20200325,2020-03-25,8,2,4,1,Search & SEO,Churned,20220620.0,27,0,418.23
109004,20241210,2024-12-10,19,4,2,1,Search & SEO,Active,,12,0,119.88
109005,20200427,2020-04-27,18,4,4,4,Organic Word of Mouth,Churned,20210818.0,16,0,247.84
109006,20210516,2021-05-16,1,1,2,5,Organic Word of Mouth,Active,,55,0,549.45
109007,20231006,2023-10-06,1,1,4,1,Referral,Active,,26,0,402.74
109008,20240312,2024-03-12,18,4,2,3,Search & SEO,Churned,20241016.0,7,0,69.93
109009,20200712,2020-07-12,1,1,5,1,Social Media Campaign,Churned,20250728.0,60,0,1379.4
109010,20210102,2021-01-02,1,1,5,5,Smart TV Pre-install,Churned,20220520.0,16,0,367.84
109011,20200510,2020-05-10,14,3,4,1,Search & SEO,Churned,20220103.0,20,0,309.8
109012,20250215,2025-02-15,2,1,5,4,Organic Word of Mouth,Active,,10,0,229.9
109013,20250505,2025-05-05,5,2,3,1,ISP / Telco Bundle,Active,,7,0,48.93
109014,20241216,2024-12-16,5,2,5,3,ISP / Telco Bundle,Active,,12,0,275.88
109015,20231003,2023-10-03,1,1,3,1,Referral,Active,,26,0,181.74
109016,20250620,2025-06-20,1,1,4,4,ISP / Telco Bundle,Active,,6,1,140.88
109017,20200921,2020-09-21,5,2,5,2,Organic Word of Mouth,Churned,20241015.0,49,0,1126.51
109018,20220114,2022-01-14,5,2,1,2,Smart TV Pre-install,Churned,20250923.0,44,0,219.56
109019,20231002,2023-10-02,19,4,3,1,Organic Word of Mouth,Churned,20250403.0,18,0,125.82
109020,20231208,2023-12-08,9,2,4,2,Social Media Campaign,Churned,20241222.0,12,0,185.88
109021,20240816,2024-08-16,3,2,4,1,Social Media Campaign,Active,,16,1,375.68
109022,20240611,2024-06-11,15,3,4,1,Organic Word of Mouth,Churned,20241110.0,5,0,77.45
109023,20200708,2020-07-08,6,2,5,2,Social Media Campaign,Churned,20220905.0,26,0,597.74
109024,20230830,2023-08-30,9,2,5,2,Organic Word of Mouth,Churned,20240508.0,9,0,206.91
109025,20240523,2024-05-23,1,1,3,3,Social Media Campaign,Active,,19,0,132.81
109026,20220213,2022-02-13,18,4,4,6,Organic Word of Mouth,Churned,20241215.0,34,0,526.66
109027,20221201,2022-12-01,5,2,4,1,Organic Word of Mouth,Active,,36,0,557.64
109028,20221205,2022-12-05,1,1,3,2,Social Media Campaign,Churned,20250109.0,25,0,174.75
109029,20220309,2022-03-09,19,4,4,3,Organic Word of Mouth,Churned,20230524.0,14,0,216.86
109030,20250624,2025-06-24,18,4,3,1,Smart TV Pre-install,Active,,6,0,41.94
109031,20250510,2025-05-10,21,4,4,2,Search & SEO,Active,,7,0,108.43
109032,20220425,2022-04-25,1,1,1,2,Search & SEO,Active,,44,0,219.56
109033,20230130,2023-01-30,1,1,5,1,Search & SEO,Active,,35,0,804.65
109034,20240904,2024-09-04,1,1,1,1,Social Media Campaign,Active,,15,0,74.85
109035,20241112,2024-11-12,1,1,4,1,Organic Word of Mouth,Active,,13,0,201.37
109036,20250109,2025-01-09,7,2,3,3,Organic Word of Mouth,Active,,11,0,76.89
109037,20221210,2022-12-10,3,2,4,4,Organic Word of Mouth,Active,,36,0,557.64
109038,20251230,2025-12-30,20,4,3,2,Search & SEO,Active,,1,0,6.99
109039,20200713,2020-07-13,13,3,2,2,Organic Word of Mouth,Active,,65,0,649.35
109040,20230801,2023-08-01,10,2,5,6,Organic Word of Mouth,Churned,20251208.0,28,0,643.72
109041,20210120,2021-01-20,1,1,5,1,Organic Word of Mouth,Active,,59,0,1356.41
109042,20210927,2021-09-27,1,1,4,3,Organic Word of Mouth,Active,,51,0,789.99
109043,20230820,2023-08-20,1,1,3,1,Search & SEO,Active,,28,0,195.72
109044,20220629,2022-06-29,10,2,1,2,Social Media Campaign,Active,,42,0,209.58
109045,20201118,2020-11-18,19,4,5,1,Organic Word of Mouth,Active,,61,0,1402.39
109046,20200408,2020-04-08,20,4,4,1,Social Media Campaign,Active,,68,0,1053.32
109047,20210622,2021-06-22,19,4,5,3,ISP / Telco Bundle,Churned,20241229.0,42,0,965.58
109048,20220821,2022-08-21,1,1,1,2,Social Media Campaign,Active,,40,0,199.6
109049,20250123,2025-01-23,5,2,4,2,ISP / Telco Bundle,Churned,20250722.0,6,0,92.94
109050,20200515,2020-05-15,13,3,4,2,Smart TV Pre-install,Active,,67,0,1037.83
109051,20251005,2025-10-05,24,4,2,2,ISP / Telco Bundle,Active,,2,0,19.98
109052,20231209,2023-12-09,1,1,5,3,Search & SEO,Active,,24,1,743.52
109053,20250127,2025-01-27,19,4,4,1,Social Media Campaign,Active,,11,1,258.28
109054,20250606,2025-06-06,14,3,4,1,Search & SEO,Active,,6,0,92.94
109055,20200501,2020-05-01,20,4,5,1,Social Media Campaign,Churned,20241106.0,54,0,1241.46
109056,20250329,2025-03-29,1,1,1,1,Search & SEO,Active,,9,0,44.91
109057,20210727,2021-07-27,1,1,1,4,ISP / Telco Bundle,Churned,20240624.0,35,0,174.65
109058,20220511,2022-05-11,7,2,4,2,Search & SEO,Active,,43,0,666.07
109059,20210708,2021-07-08,20,4,1,2,Organic Word of Mouth,Churned,20220101.0,6,0,29.94
109060,20231104,2023-11-04,2,1,3,5,Search & SEO,Active,,25,0,174.75
109061,20210514,2021-05-14,1,1,4,4,ISP / Telco Bundle,Churned,20241027.0,41,0,635.09
109062,20221218,2022-12-18,3,2,4,1,Organic Word of Mouth,Active,,36,0,557.64
109063,20250409,2025-04-09,19,4,1,1,Social Media Campaign,Active,,8,0,39.92
109064,20210409,2021-04-09,1,1,2,1,Social Media Campaign,Active,,56,0,559.44
