cohort_signup_month,tenure_month,evaluation_month,initial_cohort_size,retained_subscribers_count,retention_rate_pct
2025-04,5,2025-09,3743894,3168083,84.62
2025-04,6,2025-10,3743894,3125777,83.49
2025-04,7,2025-11,3743894,3002602,80.2
2025-04,8,2025-12,3743894,2923981,78.1
2025-05,0,2025-05,3256983,3256983,100.0
2025-05,1,2025-06,3256983,3080128,94.57
2025-05,2,2025-07,3256983,2983070,91.59
2025-05,3,2025-08,3256983,2917605,89.58
2025-05,4,2025-09,3256983,2841391,87.24
2025-05,5,2025-10,3256983,2749545,84.42
2025-05,6,2025-11,3256983,2707855,83.14
2025-05,7,2025-12,3256983,2605912,80.01
2025-06,0,2025-06,3587570,3587570,100.0
2025-06,1,2025-07,3587570,3373750,94.04
2025-06,2,2025-08,3587570,3329623,92.81
2025-06,3,2025-09,3587570,3221637,89.8
2025-06,4,2025-10,3587570,3157420,88.01
2025-06,5,2025-11,3587570,3067372,85.5
2025-06,6,2025-12,3587570,2941807,82.0
2025-07,0,2025-07,2928650,2928650,100.0
2025-07,1,2025-08,2928650,2764938,94.41
2025-07,2,2025-09,2928650,2685279,91.69
2025-07,3,2025-10,2928650,2645449,90.33
2025-07,4,2025-11,2928650,2552611,87.16
2025-07,5,2025-12,2928650,2496088,85.23
2025-08,0,2025-08,3202913,3202913,100.0
2025-08,1,2025-09,3202913,3037002,94.82
2025-08,2,2025-10,3202913,2939953,91.79
2025-08,3,2025-11,3202913,2879739,89.91
2025-08,4,2025-12,3202913,2785253,86.96
2025-09,0,2025-09,4284576,4284576,100.0
2025-09,1,2025-10,4284576,4063920,94.85
2025-09,2,2025-11,4284576,3953806,92.28
2025-09,3,2025-12,4284576,3850548,89.87
2025-10,0,2025-10,3362512,3362512,100.0
2025-10,1,2025-11,3362512,3164796,94.12
2025-10,2,2025-12,3362512,3078715,91.56
2025-11,0,2025-11,3457621,3457621,100.0
2025-11,1,2025-12,3457621,3250509,94.01
2025-12,0,2025-12,3891700,3891700,100.0
