performance_date_key,year_month,content_id,monthly_hours_viewed_m,monthly_views_m,completion_rate_pct,repeat_view_share_pct,monthly_amortization_usd_m,content_roi_multiplier
20221101,2022-11,226,3.39,1.88,69.9,15.2,0.38,3.02
20221201,2022-12,226,2.57,1.43,69.9,9.7,0.38,3.05
20230101,2023-01,226,3.31,1.84,69.9,15.8,0.38,3.1
20230201,2023-02,226,2.57,1.43,69.9,18.6,0.38,3.13
20230301,2023-03,226,2.95,1.64,69.9,12.0,0.38,3.17
20230401,2023-04,226,2.62,1.46,69.9,23.7,0.38,3.2
20230501,2023-05,226,3.39,1.88,69.9,15.8,0.38,3.25
20230601,2023-06,226,3.36,1.87,69.9,19.8,0.38,3.29
20230701,2023-07,226,3.35,1.86,69.9,16.3,0.38,3.34
20230801,2023-08,226,2.96,1.64,69.9,9.6,0.38,3.37
20230901,2023-09,226,3.36,1.87,69.9,19.9,0.38,3.42
20231001,2023-10,226,2.76,1.53,69.9,16.2,0.38,3.45
20231101,2023-11,226,3.04,1.69,69.9,22.0,0.38,3.49
20231201,2023-12,226,3.06,1.7,69.9,8.7,0.38,3.53
20240101,2024-01,226,2.8,1.56,69.9,10.4,0.38,3.57
20240201,2024-02,226,3.07,1.71,69.9,14.3,0.38,3.61
20240301,2024-03,226,2.59,1.44,69.9,13.3,0.38,3.65
20240401,2024-04,226,3.22,1.79,69.9,16.0,0.38,3.69
20240501,2024-05,226,2.6,1.44,69.9,19.3,0.38,3.72
20240601,2024-06,226,3.18,1.77,69.9,16.4,0.0,3.76
20240701,2024-07,226,2.95,1.64,69.9,23.5,0.0,3.8
20240801,2024-08,226,3.43,1.91,69.9,21.1,0.0,3.85
20240901,2024-09,226,2.63,1.46,69.9,16.6,0.0,3.88
20241001,2024-10,226,3.11,1.73,69.9,19.0,0.0,3.92
20241101,2024-11,226,2.99,1.66,69.9,15.1,0.0,3.96
20241201,2024-12,226,2.6,1.44,69.9,19.9,0.0,4.0
20250101,2025-01,226,2.74,1.52,69.9,17.2,0.0,4.03
20250201,2025-02,226,3.15,1.75,69.9,21.8,0.0,4.07
20250301,2025-03,226,2.64,1.47,69.9,21.6,0.0,4.11
20250401,2025-04,226,3.17,1.76,69.9,15.8,0.0,4.15
20250501,2025-05,226,2.77,1.54,69.9,17.4,0.0,4.19
20250601,2025-06,226,2.72,1.51,69.9,22.6,0.0,4.22
20250701,2025-07,226,3.37,1.87,69.9,24.0,0.0,4.27
20250801,2025-08,226,3.2,1.78,69.9,16.8,0.0,4.31
20250901,2025-09,226,2.61,1.45,69.9,20.1,0.0,4.34
20251001,2025-10,226,3.42,1.9,69.9,23.5,0.0,4.39
20251101,2025-11,226,3.23,1.79,69.9,14.3,0.0,4.43
20251201,2025-12,226,3.0,1.67,69.9,9.1,0.0,4.47
20211101,2021-11,227,272.95,42.65,84.3,17.9,0.91,1.5
20211201,2021-12,227,149.09,23.3,75.2,18.0,0.91,2.32
20220101,2022-01,227,48.79,7.62,76.8,14.7,0.91,2.59
20220201,2022-02,227,42.73,6.68,76.8,19.7,0.91,2.83
20220301,2022-03,227,33.24,5.19,76.8,18.9,0.91,3.01
20220401,2022-04,227,32.76,5.12,76.8,17.5,0.91,3.19
20220501,2022-05,227,25.16,3.93,76.8,21.5,0.91,3.33
20220601,2022-06,227,10.12,1.58,71.1,17.8,0.91,3.38
20220701,2022-07,227,11.7,1.83,71.1,21.9,0.91,3.45
20220801,2022-08,227,10.68,1.67,71.1,12.8,0.91,3.51
20220901,2022-09,227,10.88,1.7,71.1,19.6,0.91,3.57
20221001,2022-10,227,10.02,1.57,71.1,18.2,0.91,3.62
20221101,2022-11,227,11.73,1.83,71.1,24.0,0.91,3.69
20221201,2022-12,227,12.27,1.92,71.1,15.8,0.91,3.75
20230101,2023-01,227,10.38,1.62,71.1,13.4,0.91,3.81
20230201,2023-02,227,9.96,1.56,71.1,8.6,0.91,3.87
20230301,2023-03,227,9.18,1.43,71.1,11.6,0.91,3.92
20230401,2023-04,227,10.36,1.62,71.1,19.2,0.91,3.97
20230501,2023-05,227,10.7,1.67,71.1,21.8,0.91,4.03
20230601,2023-06,227,10.84,1.69,71.1,17.9,0.91,4.09
20230701,2023-07,227,12.28,1.92,71.1,12.2,0.91,4.16
20230801,2023-08,227,9.88,1.54,71.1,8.6,0.91,4.21
20230901,2023-09,227,10.88,1.7,71.1,20.5,0.91,4.27
20231001,2023-10,227,11.91,1.86,71.1,12.9,0.91,4.34
20231101,2023-11,227,10.82,1.69,71.1,19.5,0.91,4.4
20231201,2023-12,227,10.7,1.67,71.1,21.8,0.91,4.46
20240101,2024-01,227,10.98,1.72,71.1,21.3,0.91,4.52
20240201,2024-02,227,11.36,1.77,71.1,20.4,0.91,4.58
20240301,2024-03,227,9.84,1.54,71.1,21.5,0.91,4.64
20240401,2024-04,227,10.92,1.71,71.1,10.8,0.91,4.7
20240501,2024-05,227,11.99,1.87,71.1,15.2,0.91,4.76
20240601,2024-06,227,10.82,1.69,71.1,10.1,0.91,4.82
20240701,2024-07,227,12.31,1.92,71.1,12.2,0.91,4.89
20240801,2024-08,227,11.83,1.85,71.1,18.3,0.91,4.95
20240901,2024-09,227,10.74,1.68,71.1,18.6,0.91,5.01
20241001,2024-10,227,11.48,1.79,71.1,19.3,0.91,5.08
20241101,2024-11,227,9.73,1.52,71.1,23.0,0.0,5.13
20241201,2024-12,227,9.4,1.47,71.1,9.4,0.0,5.18
20250101,2025-01,227,10.06,1.57,71.1,16.7,0.0,5.24
20250201,2025-02,227,9.67,1.51,71.1,11.6,0.0,5.29
20250301,2025-03,227,11.22,1.75,71.1,17.7,0.0,5.35
20250401,2025-04,227,11.06,1.73,71.1,23.0,0.0,5.41
20250501,2025-05,227,12.38,1.93,71.1,14.7,0.0,5.48
20250601,2025-06,227,11.41,1.78,71.1,20.0,0.0,5.54
20250701,2025-07,227,10.7,1.67,71.1,13.9,0.0,5.6
20250801,2025-08,227,9.32,1.46,71.1,23.9,0.0,5.65
20250901,2025-09,227,11.88,1.86,71.1,19.4,0.0,5.72
20251001,2025-10,227,11.18,1.75,71.1,9.5,0.0,5.78
20251101,2025-11,227,11.5,1.8,71.1,14.8,0.0,5.84
20251201,2025-12,227,9.4,1.47,71.1,17.7,0.0,5.9
20230301,2023-03,228,80.06,6.25,83.4,18.5,0.3,1.35
20230401,2023-04,228,39.92,3.12,82.2,23.8,0.3,2.02
20230501,2023-05,228,12.75,1.0,76.0,16.2,0.3,2.23
20230601,2023-06,228,10.81,0.84,76.0,10.0,0.3,2.41
20230701,2023-07,228,11.71,0.91,76.0,13.4,0.3,2.61
20230801,2023-08,228,9.19,0.72,76.0,16.7,0.3,2.77
20230901,2023-09,228,7.41,0.58,76.0,22.2,0.3,2.89
20231001,2023-10,228,2.94,0.23,70.5,19.8,0.3,2.94
20231101,2023-11,228,2.74,0.21,70.5,11.6,0.3,2.99
20231201,2023-12,228,2.96,0.23,70.5,19.0,0.3,3.04
20240101,2024-01,228,2.56,0.2,70.5,19.2,0.3,3.08
20240201,2024-02,228,2.88,0.22,70.5,12.1,0.3,3.13
20240301,2024-03,228,2.8,0.22,70.5,8.7,0.3,3.17
20240401,2024-04,228,2.58,0.2,70.5,8.8,0.3,3.22
20240501,2024-05,228,3.23,0.25,70.5,20.1,0.3,3.27
20240601,2024-06,228,3.09,0.24,70.5,12.4,0.3,3.32
20240701,2024-07,228,2.94,0.23,70.5,20.8,0.3,3.37
20240801,2024-08,228,2.75,0.21,70.5,15.8,0.3,3.42
20240901,2024-09,228,2.57,0.2,70.5,12.7,0.3,3.46
20241001,2024-10,228,3.28,0.26,70.5,19.2,0.3,3.52
20241101,2024-11,228,2.57,0.2,70.5,12.5,0.3,3.56
20241201,2024-12,228,3.09,0.24,70.5,22.2,0.3,3.61
20250101,2025-01,228,2.7,0.21,70.5,10.6,0.3,3.66
20250201,2025-02,228,3.09,0.24,70.5,15.1,0.3,3.71
20250301,2025-03,228,2.76,0.22,70.5,11.9,0.3,3.76
20250401,2025-04,228,3.14,0.25,70.5,16.9,0.3,3.81
20250501,2025-05,228,2.98,0.23,70.5,11.9,0.3,3.86
20250601,2025-06,228,2.75,0.21,70.5,9.2,0.3,3.91
20250701,2025-07,228,3.12,0.24,70.5,18.9,0.3,3.96
20250801,2025-08,228,3.12,0.24,70.5,19.7,0.3,4.01
20250901,2025-09,228,2.48,0.19,70.5,22.7,0.3,4.05
20251001,2025-10,228,2.98,0.23,70.5,11.6,0.3,4.1
20251101,2025-11,228,2.95,0.23,70.5,12.6,0.3,4.15
20251201,2025-12,228,3.09,0.24,70.5,8.5,0.3,4.21
20211101,2021-11,229,368.93,204.96,90.0,9.1,1.02,1.81
20211201,2021-12,229,245.72,136.51,88.4,17.3,1.02,3.01
20220101,2022-01,229,91.22,50.68,80.0,8.0,1.02,3.46
20220201,2022-02,229,72.38,40.21,80.0,18.7,1.02,3.82
20220301,2022-03,229,57.49,31.94,80.0,12.5,1.02,4.1
20220401,2022-04,229,58.93,32.74,80.0,16.3,1.02,4.39
20220501,2022-05,229,45.13,25.07,80.0,13.6,1.02,4.61
20220601,2022-06,229,24.78,13.77,73.5,20.9,1.02,4.73
20220701,2022-07,229,27.39,15.22,73.5,12.6,1.02,4.87
20220801,2022-08,229,21.56,11.98,73.5,18.6,1.02,4.97
20220901,2022-09,229,25.03,13.91,73.5,16.1,1.02,5.09
20221001,2022-10,229,21.45,11.92,73.5,12.2,1.02,5.2
20221101,2022-11,229,26.31,14.62,73.5,15.9,1.02,5.33
20221201,2022-12,229,26.16,14.53,73.5,17.9,1.02,5.46
20230101,2023-01,229,22.48,12.49,73.5,21.5,1.02,5.57
20230201,2023-02,229,25.17,13.98,73.5,22.8,1.02,5.69
20230301,2023-03,229,27.03,15.02,73.5,21.5,1.02,5.82
20230401,2023-04,229,24.7,13.72,73.5,16.0,1.02,5.94
20230501,2023-05,229,21.2,11.78,73.5,16.8,1.02,6.05
20230601,2023-06,229,26.45,14.69,73.5,20.9,1.02,6.18
20230701,2023-07,229,26.64,14.8,73.5,14.3,1.02,6.31
20230801,2023-08,229,24.38,13.54,73.5,19.7,1.02,6.43
20230901,2023-09,229,26.46,14.7,73.5,17.6,1.02,6.56
20231001,2023-10,229,23.46,13.03,73.5,16.1,1.02,6.67
20231101,2023-11,229,21.14,11.74,73.5,14.1,1.02,6.78
20231201,2023-12,229,22.1,12.28,73.5,12.1,1.02,6.88
20240101,2024-01,229,24.46,13.59,73.5,17.6,1.02,7.0
20240201,2024-02,229,23.2,12.89,73.5,11.7,1.02,7.12
20240301,2024-03,229,24.59,13.66,73.5,18.2,1.02,7.24
20240401,2024-04,229,22.46,12.48,73.5,21.4,1.02,7.35
20240501,2024-05,229,24.58,13.66,73.5,18.2,1.02,7.47
20240601,2024-06,229,27.09,15.05,73.5,11.9,1.02,7.6
20240701,2024-07,229,27.08,15.04,73.5,9.2,1.02,7.74
20240801,2024-08,229,27.68,15.38,73.5,18.0,1.02,7.87
20240901,2024-09,229,22.46,12.48,73.5,20.1,1.02,7.98
20241001,2024-10,229,24.21,13.45,73.5,12.7,1.02,8.1
20241101,2024-11,229,27.16,15.09,73.5,15.1,0.0,8.23
20241201,2024-12,229,27.46,15.26,73.5,12.5,0.0,8.37
20250101,2025-01,229,23.32,12.96,73.5,14.9,0.0,8.48
20250201,2025-02,229,21.58,11.99,73.5,16.3,0.0,8.59
20250301,2025-03,229,21.83,12.13,73.5,20.1,0.0,8.7
20250401,2025-04,229,26.88,14.93,73.5,18.6,0.0,8.83
20250501,2025-05,229,26.9,14.94,73.5,18.7,0.0,8.96
20250601,2025-06,229,23.49,13.05,73.5,11.1,0.0,9.07
20250701,2025-07,229,26.25,14.58,73.5,22.9,0.0,9.2
20250801,2025-08,229,21.84,12.13,73.5,16.2,0.0,9.31
20250901,2025-09,229,24.58,13.66,73.5,18.3,0.0,9.43
20251001,2025-10,229,22.38,12.43,73.5,13.0,0.0,9.54
20251101,2025-11,229,24.75,13.75,73.5,19.6,0.0,9.66
20251201,2025-12,229,21.91,12.17,73.5,18.1,0.0,9.77
20251101,2025-11,230,26.58,14.77,89.2,23.1,0.12,1.14
20251201,2025-12,230,15.36,8.53,83.9,17.8,0.12,1.8
20220101,2022-01,231,388.08,69.3,89.9,16.5,0.98,1.98
20220201,2022-02,231,200.49,35.8,80.5,11.3,0.98,3.01
20220301,2022-03,231,68.77,12.28,79.2,13.7,0.98,3.36
20220401,2022-04,231,54.2,9.68,79.2,12.2,0.98,3.64
20220501,2022-05,231,53.2,9.5,79.2,21.1,0.98,3.91
20220601,2022-06,231,44.82,8.0,79.2,9.0,0.98,4.14
20220701,2022-07,231,44.0,7.86,79.2,18.2,0.98,4.36
20220801,2022-08,231,20.21,3.61,72.9,21.6,0.98,4.47
20220901,2022-09,231,20.83,3.72,72.9,14.2,0.98,4.57
20221001,2022-10,231,18.77,3.35,72.9,10.3,0.98,4.67
20221101,2022-11,231,20.87,3.73,72.9,9.7,0.98,4.78
20221201,2022-12,231,22.06,3.94,72.9,14.2,0.98,4.89
20230101,2023-01,231,20.86,3.72,72.9,8.7,0.98,5.0
20230201,2023-02,231,19.44,3.47,72.9,12.7,0.98,5.1
20230301,2023-03,231,19.33,3.45,72.9,15.5,0.98,5.2
20230401,2023-04,231,21.44,3.83,72.9,21.0,0.98,5.3
20230501,2023-05,231,21.08,3.76,72.9,15.5,0.98,5.41
20230601,2023-06,231,20.38,3.64,72.9,17.0,0.98,5.52
20230701,2023-07,231,22.07,3.94,72.9,10.1,0.98,5.63
20230801,2023-08,231,20.17,3.6,72.9,8.3,0.98,5.73
20230901,2023-09,231,18.86,3.37,72.9,20.8,0.98,5.83
20231001,2023-10,231,17.75,3.17,72.9,13.2,0.98,5.92
20231101,2023-11,231,17.01,3.04,72.9,23.0,0.98,6.01
20231201,2023-12,231,18.8,3.36,72.9,21.5,0.98,6.1
20240101,2024-01,231,17.27,3.08,72.9,21.8,0.98,6.19
20240201,2024-02,231,18.73,3.34,72.9,11.9,0.98,6.29
20240301,2024-03,231,17.97,3.21,72.9,15.1,0.98,6.38
20240401,2024-04,231,18.32,3.27,72.9,8.8,0.98,6.47
20240501,2024-05,231,20.79,3.71,72.9,19.3,0.98,6.58
20240601,2024-06,231,20.63,3.68,72.9,8.8,0.98,6.68
20240701,2024-07,231,21.29,3.8,72.9,12.1,0.98,6.79
20240801,2024-08,231,20.39,3.64,72.9,14.2,0.98,6.9
20240901,2024-09,231,21.42,3.82,72.9,12.4,0.98,7.01
20241001,2024-10,231,18.6,3.32,72.9,13.4,0.98,7.1
20241101,2024-11,231,20.33,3.63,72.9,16.3,0.98,7.21
20241201,2024-12,231,17.37,3.1,72.9,21.2,0.98,7.3
20250101,2025-01,231,22.47,4.01,72.9,14.9,0.0,7.41
20250201,2025-02,231,22.6,4.04,72.9,10.6,0.0,7.53
20250301,2025-03,231,21.53,3.84,72.9,20.9,0.0,7.64
20250401,2025-04,231,21.6,3.86,72.9,16.5,0.0,7.75
20250501,2025-05,231,17.11,3.06,72.9,23.0,0.0,7.83
20250601,2025-06,231,21.97,3.92,72.9,17.5,0.0,7.95
20250701,2025-07,231,17.13,3.06,72.9,17.9,0.0,8.03
20250801,2025-08,231,19.76,3.53,72.9,17.2,0.0,8.13
20250901,2025-09,231,17.98,3.21,72.9,8.9,0.0,8.23
20251001,2025-10,231,20.42,3.65,72.9,18.2,0.0,8.33
20251101,2025-11,231,20.45,3.65,72.9,9.1,0.0,8.44
20251201,2025-12,231,21.47,3.83,72.9,23.9,0.0,8.55
20240101,2024-01,232,637.52,113.84,85.2,9.8,2.03,1.57
20240201,2024-02,232,392.67,70.12,83.2,9.8,2.03,2.54
20240301,2024-03,232,111.53,19.92,77.8,8.3,2.03,2.82
20240401,2024-04,232,109.84,19.61,77.8,11.8,2.03,3.09
20240501,2024-05,232,99.8,17.82,77.8,23.2,2.03,3.34
20240601,2024-06,232,79.92,14.27,77.8,9.9,2.03,3.53
20240701,2024-07,232,58.34,10.42,77.8,13.2,2.03,3.68
20240801,2024-08,232,27.83,4.97,71.8,21.3,2.03,3.75
20240901,2024-09,232,27.44,4.9,71.8,18.7,2.03,3.81
20241001,2024-10,232,29.18,5.21,71.8,21.8,2.03,3.89
20241101,2024-11,232,27.12,4.84,71.8,11.9,2.03,3.95
20241201,2024-12,232,31.09,5.55,71.8,22.9,2.03,4.03
20250101,2025-01,232,30.62,5.47,71.8,12.5,2.03,4.11
20250201,2025-02,232,34.36,6.14,71.8,10.4,2.03,4.19
20250301,2025-03,232,26.96,4.81,71.8,16.2,2.03,4.26
20250401,2025-04,232,29.8,5.32,71.8,18.1,2.03,4.33
20250501,2025-05,232,27.59,4.93,71.8,15.2,2.03,4.4
20250601,2025-06,232,27.66,4.94,71.8,21.1,2.03,4.47
20250701,2025-07,232,31.71,5.66,71.8,10.7,2.03,4.55
20250801,2025-08,232,30.2,5.39,71.8,22.3,2.03,4.62
20250901,2025-09,232,29.61,5.29,71.8,21.0,2.03,4.69
20251001,2025-10,232,27.11,4.84,71.8,16.6,2.03,4.76
20251101,2025-11,232,33.37,5.96,71.8,15.2,2.03,4.84
20251201,2025-12,232,33.7,6.02,71.8,11.8,2.03,4.93
20210701,2021-07,233,36.8,7.67,86.5,20.1,0.19,0.99
20210801,2021-08,233,16.16,3.37,79.9,23.8,0.19,1.42
20210901,2021-09,233,5.99,1.25,76.0,11.8,0.19,1.58
20211001,2021-10,233,5.79,1.21,76.0,14.7,0.19,1.74
20211101,2021-11,233,5.24,1.09,76.0,9.8,0.19,1.88
20211201,2021-12,233,3.59,0.75,76.0,19.7,0.19,1.98
20220101,2022-01,233,3.4,0.71,76.0,18.4,0.19,2.07
20220201,2022-02,233,1.39,0.29,70.5,9.4,0.19,2.11
20220301,2022-03,233,1.22,0.25,70.5,14.5,0.19,2.14
20220401,2022-04,233,1.15,0.24,70.5,19.9,0.19,2.17
20220501,2022-05,233,1.37,0.29,70.5,10.2,0.19,2.21
20220601,2022-06,233,1.45,0.3,70.5,14.8,0.19,2.24
20220701,2022-07,233,1.36,0.28,70.5,11.8,0.19,2.28
20220801,2022-08,233,1.35,0.28,70.5,18.7,0.19,2.32
20220901,2022-09,233,1.14,0.24,70.5,23.5,0.19,2.35
20221001,2022-10,233,1.25,0.26,70.5,11.3,0.19,2.38
20221101,2022-11,233,1.41,0.29,70.5,16.7,0.19,2.42
20221201,2022-12,233,1.29,0.27,70.5,20.4,0.19,2.45
20230101,2023-01,233,1.43,0.3,70.5,21.0,0.19,2.49
20230201,2023-02,233,1.35,0.28,70.5,8.2,0.19,2.53
20230301,2023-03,233,1.14,0.24,70.5,16.7,0.19,2.56
20230401,2023-04,233,1.19,0.25,70.5,16.3,0.19,2.59
20230501,2023-05,233,1.39,0.29,70.5,20.2,0.19,2.63
20230601,2023-06,233,1.15,0.24,70.5,10.4,0.19,2.66
20230701,2023-07,233,1.31,0.27,70.5,18.6,0.19,2.69
20230801,2023-08,233,1.16,0.24,70.5,15.9,0.19,2.73
20230901,2023-09,233,1.46,0.3,70.5,8.5,0.19,2.77
20231001,2023-10,233,1.25,0.26,70.5,11.4,0.19,2.8
20231101,2023-11,233,1.42,0.3,70.5,19.2,0.19,2.84
20231201,2023-12,233,1.33,0.28,70.5,14.9,0.19,2.87
20240101,2024-01,233,1.5,0.31,70.5,12.9,0.19,2.91
20240201,2024-02,233,1.26,0.26,70.5,20.9,0.19,2.95
20240301,2024-03,233,1.16,0.24,70.5,15.4,0.19,2.98
20240401,2024-04,233,1.4,0.29,70.5,18.5,0.19,3.02
20240501,2024-05,233,1.34,0.28,70.5,18.6,0.19,3.05
20240601,2024-06,233,1.52,0.32,70.5,23.3,0.19,3.09
20240701,2024-07,233,1.48,0.31,70.5,21.5,0.0,3.13
20240801,2024-08,233,1.42,0.3,70.5,8.5,0.0,3.17
20240901,2024-09,233,1.24,0.26,70.5,9.0,0.0,3.2
20241001,2024-10,233,1.5,0.31,70.5,18.3,0.0,3.24
20241101,2024-11,233,1.3,0.27,70.5,13.0,0.0,3.28
20241201,2024-12,233,1.23,0.26,70.5,23.6,0.0,3.31
20250101,2025-01,233,1.26,0.26,70.5,11.8,0.0,3.35
20250201,2025-02,233,1.5,0.31,70.5,9.4,0.0,3.39
20250301,2025-03,233,1.36,0.28,70.5,12.7,0.0,3.42
20250401,2025-04,233,1.42,0.3,70.5,20.9,0.0,3.46
20250501,2025-05,233,1.26,0.26,70.5,9.0,0.0,3.49
20250601,2025-06,233,1.17,0.24,70.5,15.3,0.0,3.53
20250701,2025-07,233,1.28,0.27,70.5,12.8,0.0,3.56
20250801,2025-08,233,1.44,0.3,70.5,8.6,0.0,3.6
20250901,2025-09,233,1.15,0.24,70.5,13.0,0.0,3.63
20251001,2025-10,233,1.43,0.3,70.5,8.3,0.0,3.67
20251101,2025-11,233,1.52,0.32,70.5,19.2,0.0,3.71
20251201,2025-12,233,1.43,0.3,70.5,17.1,0.0,3.75
20240101,2024-01,234,56.4,7.83,87.6,14.7,0.24,1.18
20240201,2024-02,234,40.57,5.63,78.9,20.2,0.24,2.03
20240301,2024-03,234,14.43,2.0,76.8,15.2,0.24,2.33
20240401,2024-04,234,9.92,1.38,76.8,22.1,0.24,2.54
20240501,2024-05,234,10.72,1.49,76.8,12.4,0.24,2.76
20240601,2024-06,234,8.21,1.14,76.8,9.5,0.24,2.94
20240701,2024-07,234,5.85,0.81,76.8,20.6,0.24,3.06
20240801,2024-08,234,2.49,0.35,71.1,15.8,0.24,3.11
20240901,2024-09,234,2.45,0.34,71.1,17.8,0.24,3.16
20241001,2024-10,234,2.6,0.36,71.1,13.6,0.24,3.22
20241101,2024-11,234,3.23,0.45,71.1,8.3,0.24,3.28
20241201,2024-12,234,2.81,0.39,71.1,19.6,0.24,3.34
20250101,2025-01,234,2.46,0.34,71.1,22.6,0.24,3.39
20250201,2025-02,234,2.91,0.4,71.1,19.7,0.24,3.45
20250301,2025-03,234,2.55,0.35,71.1,23.4,0.24,3.51
20250401,2025-04,234,2.71,0.38,71.1,24.0,0.24,3.56
20250501,2025-05,234,2.94,0.41,71.1,16.6,0.24,3.63
20250601,2025-06,234,2.68,0.37,71.1,23.7,0.24,3.68
20250701,2025-07,234,2.5,0.35,71.1,9.5,0.24,3.73
20250801,2025-08,234,2.45,0.34,71.1,17.7,0.24,3.79
20250901,2025-09,234,2.41,0.33,71.1,11.6,0.24,3.84
20251001,2025-10,234,2.88,0.4,71.1,21.8,0.24,3.9
20251101,2025-11,234,3.21,0.45,71.1,17.9,0.24,3.96
20251201,2025-12,234,2.45,0.34,71.1,11.2,0.24,4.02
20250601,2025-06,235,117.46,13.35,90.3,24.0,0.5,1.18
20250701,2025-07,235,56.58,6.43,77.9,23.1,0.5,1.75
20250801,2025-08,235,22.26,2.53,75.4,21.3,0.5,1.97
20250901,2025-09,235,20.86,2.37,75.4,18.1,0.5,2.18
20251001,2025-10,235,16.28,1.85,75.4,12.0,0.5,2.35
20251101,2025-11,235,13.43,1.53,75.4,12.6,0.5,2.48
20251201,2025-12,235,10.83,1.23,75.4,11.7,0.5,2.59
20250301,2025-03,236,79.45,11.03,79.0,17.3,0.49,0.81
20250401,2025-04,236,46.09,6.4,76.2,18.1,0.49,1.28
20250501,2025-05,236,16.47,2.29,73.6,16.1,0.49,1.45
20250601,2025-06,236,15.27,2.12,73.6,15.5,0.49,1.61
20250701,2025-07,236,10.11,1.4,73.6,22.4,0.49,1.71
20250801,2025-08,236,8.89,1.23,73.6,15.2,0.49,1.8
20250901,2025-09,236,7.82,1.09,73.6,17.6,0.49,1.88
20251001,2025-10,236,2.22,0.31,68.7,12.7,0.49,1.91
20251101,2025-11,236,2.49,0.35,68.7,14.1,0.49,1.93
20251201,2025-12,236,2.1,0.29,68.7,22.5,0.49,1.95
20211001,2021-10,237,97.36,8.11,83.8,11.5,0.62,0.79
20211101,2021-11,237,59.88,4.99,78.5,18.1,0.62,1.27
20211201,2021-12,237,18.84,1.57,75.8,17.5,0.62,1.43
20220101,2022-01,237,18.31,1.53,75.8,10.7,0.62,1.58
20220201,2022-02,237,13.42,1.12,75.8,21.4,0.62,1.68
20220301,2022-03,237,11.33,0.94,75.8,17.8,0.62,1.78
20220401,2022-04,237,12.15,1.01,75.8,14.4,0.62,1.88
20220501,2022-05,237,4.57,0.38,70.3,21.3,0.62,1.91
20220601,2022-06,237,3.89,0.32,70.3,9.9,0.62,1.94
20220701,2022-07,237,3.71,0.31,70.3,20.3,0.62,1.97
20220801,2022-08,237,4.48,0.37,70.3,15.9,0.62,2.01
20220901,2022-09,237,3.89,0.32,70.3,18.7,0.62,2.04
20221001,2022-10,237,3.7,0.31,70.3,13.0,0.62,2.07
20221101,2022-11,237,4.46,0.37,70.3,8.2,0.62,2.11
20221201,2022-12,237,4.61,0.38,70.3,15.2,0.62,2.15
20230101,2023-01,237,4.32,0.36,70.3,13.2,0.62,2.18
20230201,2023-02,237,4.0,0.33,70.3,8.8,0.62,2.21
20230301,2023-03,237,3.59,0.3,70.3,10.0,0.62,2.24
20230401,2023-04,237,3.68,0.31,70.3,8.6,0.62,2.27
20230501,2023-05,237,3.8,0.32,70.3,11.6,0.62,2.3
20230601,2023-06,237,3.98,0.33,70.3,17.8,0.62,2.33
20230701,2023-07,237,4.04,0.34,70.3,10.7,0.62,2.37
20230801,2023-08,237,4.31,0.36,70.3,11.0,0.62,2.4
20230901,2023-09,237,3.69,0.31,70.3,23.1,0.62,2.43
20231001,2023-10,237,4.52,0.38,70.3,20.2,0.62,2.47
20231101,2023-11,237,4.01,0.33,70.3,18.2,0.62,2.5
20231201,2023-12,237,4.02,0.33,70.3,13.9,0.62,2.53
20240101,2024-01,237,4.72,0.39,70.3,23.5,0.62,2.57
20240201,2024-02,237,3.98,0.33,70.3,15.4,0.62,2.6
20240301,2024-03,237,4.3,0.36,70.3,23.0,0.62,2.64
20240401,2024-04,237,3.74,0.31,70.3,13.0,0.62,2.67
20240501,2024-05,237,4.53,0.38,70.3,21.3,0.62,2.71
20240601,2024-06,237,4.01,0.33,70.3,21.4,0.62,2.74
20240701,2024-07,237,3.8,0.32,70.3,22.4,0.62,2.77
20240801,2024-08,237,4.15,0.35,70.3,8.6,0.62,2.8
20240901,2024-09,237,3.91,0.33,70.3,14.2,0.62,2.84
20241001,2024-10,237,3.69,0.31,70.3,23.8,0.0,2.87
20241101,2024-11,237,3.62,0.3,70.3,20.9,0.0,2.89
20241201,2024-12,237,4.57,0.38,70.3,23.9,0.0,2.93
20250101,2025-01,237,3.94,0.33,70.3,19.3,0.0,2.96
20250201,2025-02,237,4.19,0.35,70.3,17.6,0.0,3.0
20250301,2025-03,237,3.93,0.33,70.3,9.5,0.0,3.03
20250401,2025-04,237,4.26,0.35,70.3,23.8,0.0,3.06
20250501,2025-05,237,4.12,0.34,70.3,12.1,0.0,3.1
20250601,2025-06,237,4.54,0.38,70.3,11.5,0.0,3.13
20250701,2025-07,237,3.84,0.32,70.3,9.5,0.0,3.17
20250801,2025-08,237,3.73,0.31,70.3,12.4,0.0,3.2
20250901,2025-09,237,3.99,0.33,70.3,20.1,0.0,3.23
20251001,2025-10,237,4.39,0.37,70.3,18.3,0.0,3.26
20251101,2025-11,237,3.55,0.3,70.3,13.6,0.0,3.29
20251201,2025-12,237,3.84,0.32,70.3,8.4,0.0,3.32
20240201,2024-02,238,74.62,5.83,82.6,23.8,0.43,0.86
20240301,2024-03,238,41.29,3.23,77.3,14.1,0.43,1.34
20240401,2024-04,238,13.86,1.08,75.2,14.7,0.43,1.5
20240501,2024-05,238,13.16,1.03,75.2,8.3,0.43,1.65
20240601,2024-06,238,10.95,0.86,75.2,18.9,0.43,1.78
