date_key,full_date,total_stream_hours_m,peak_concurrent_streams_m,uhd_4k_share_pct,hdr_share_pct,rebuffer_ratio_pct,avg_bitrate_mbps,non_english_stream_share_pct
20221212,2022-12-12,609.76,76.82,24.12,17.37,0.269,10.83,41.2
20221213,2022-12-13,596.65,74.76,23.98,17.27,0.266,11.05,41.2
20221214,2022-12-14,624.87,77.39,25.38,18.27,0.194,11.06,41.2
20221215,2022-12-15,595.71,76.25,24.52,17.65,0.242,11.34,41.2
20221216,2022-12-16,666.35,83.71,25.15,18.11,0.249,11.05,41.2
20221217,2022-12-17,788.98,98.67,24.78,17.84,0.242,11.11,41.2
20221218,2022-12-18,782.42,99.4,24.43,17.59,0.236,10.73,41.2
20221219,2022-12-19,615.05,74.25,24.59,17.7,0.261,11.1,41.2
20221220,2022-12-20,608.77,72.75,24.58,17.7,0.219,11.39,41.2
20221221,2022-12-21,628.98,78.04,24.55,17.68,0.273,11.07,41.2
20221222,2022-12-22,632.62,76.3,24.82,17.87,0.199,11.21,41.2
20221223,2022-12-23,679.3,85.23,24.34,17.52,0.242,10.62,41.2
20221224,2022-12-24,781.1,96.33,24.2,17.42,0.264,11.26,41.2
20221225,2022-12-25,833.41,99.95,24.26,17.47,0.246,11.51,41.2
20221226,2022-12-26,598.1,76.21,24.81,17.86,0.266,11.31,41.2
20221227,2022-12-27,631.83,76.41,24.24,17.45,0.266,11.38,41.2
20221228,2022-12-28,594.2,75.74,24.03,17.3,0.273,11.07,41.2
20221229,2022-12-29,640.76,78.68,24.03,17.3,0.242,11.05,41.2
20221230,2022-12-30,706.62,90.16,24.74,17.81,0.219,11.03,41.2
20221231,2022-12-31,812.65,102.46,24.52,17.65,0.238,10.99,41.2
20230101,2023-01-01,886.96,110.91,30.64,22.06,0.198,10.59,45.4
20230102,2023-01-02,682.37,83.83,31.34,22.56,0.193,10.46,45.4
20230103,2023-01-03,671.19,84.91,30.87,22.23,0.182,10.82,45.4
20230104,2023-01-04,676.77,88.17,30.4,21.89,0.184,10.77,45.4
20230105,2023-01-05,686.53,83.49,30.31,21.82,0.192,10.76,45.4
20230106,2023-01-06,598.76,71.49,30.55,22.0,0.214,10.6,45.4
20230107,2023-01-07,706.14,89.62,31.07,22.37,0.21,10.7,45.4
20230108,2023-01-08,680.63,84.95,31.4,22.61,0.213,10.6,45.4
20230109,2023-01-09,544.35,68.44,31.57,22.73,0.188,10.48,45.4
20230110,2023-01-10,510.63,62.28,30.28,21.8,0.187,10.63,45.4
20230111,2023-01-11,537.79,67.54,30.64,22.06,0.203,10.46,45.4
20230112,2023-01-12,550.24,65.35,30.49,21.95,0.177,11.03,45.4
20230113,2023-01-13,589.39,76.8,31.14,22.42,0.167,10.7,45.4
20230114,2023-01-14,680.52,82.83,31.48,22.67,0.205,10.28,45.4
20230115,2023-01-15,688.93,84.93,30.93,22.27,0.207,10.65,45.4
20230116,2023-01-16,546.84,65.59,31.04,22.35,0.228,10.52,45.4
20230117,2023-01-17,550.02,70.16,31.4,22.61,0.226,10.68,45.4
20230118,2023-01-18,533.47,64.28,31.76,22.87,0.196,10.61,45.4
20230119,2023-01-19,533.91,63.5,30.08,21.66,0.196,10.41,45.4
20230120,2023-01-20,606.73,76.06,31.23,22.49,0.19,10.76,45.4
20230121,2023-01-21,676.48,88.65,31.02,22.33,0.165,10.9,45.4
20230122,2023-01-22,705.57,91.03,30.8,22.18,0.241,10.53,45.4
20230123,2023-01-23,546.53,71.11,31.21,22.47,0.209,10.82,45.4
20230124,2023-01-24,516.78,67.14,31.48,22.67,0.194,10.57,45.4
20230125,2023-01-25,534.18,64.67,31.69,22.82,0.197,10.81,45.4
20230126,2023-01-26,547.87,68.77,31.52,22.69,0.263,10.63,45.4
20230127,2023-01-27,584.03,74.35,31.82,22.91,0.202,10.65,45.4
20230128,2023-01-28,711.2,92.0,30.88,22.23,0.208,10.69,45.4
20230129,2023-01-29,714.37,91.92,31.45,22.64,0.184,10.65,45.4
20230130,2023-01-30,542.83,68.25,31.4,22.61,0.233,10.53,45.4
20230131,2023-01-31,521.91,66.81,31.02,22.33,0.188,10.62,45.4
20230201,2023-02-01,522.87,67.01,32.26,23.23,0.262,10.96,45.4
20230202,2023-02-02,547.41,67.42,30.4,21.89,0.224,11.04,45.4
20230203,2023-02-03,578.19,70.53,31.24,22.49,0.191,10.57,45.4
20230204,2023-02-04,697.11,89.74,31.92,22.98,0.226,10.75,45.4
20230205,2023-02-05,702.68,90.44,30.24,21.77,0.224,10.74,45.4
20230206,2023-02-06,516.48,65.47,30.6,22.03,0.206,10.49,45.4
20230207,2023-02-07,537.51,64.02,30.42,21.9,0.216,10.29,45.4
20230208,2023-02-08,551.83,70.88,31.45,22.64,0.225,10.57,45.4
20230209,2023-02-09,542.08,67.15,31.95,23.0,0.223,11.01,45.4
20230210,2023-02-10,594.17,77.13,31.28,22.52,0.224,10.72,45.4
20230211,2023-02-11,705.19,91.3,31.37,22.59,0.213,10.71,45.4
20230212,2023-02-12,713.23,91.83,30.93,22.27,0.2,11.1,45.4
20230213,2023-02-13,542.89,68.41,30.92,22.26,0.246,10.85,45.4
20230214,2023-02-14,520.88,62.79,30.73,22.13,0.205,10.92,45.4
20230215,2023-02-15,548.3,69.29,30.51,21.97,0.249,10.6,45.4
20230216,2023-02-16,527.98,69.29,30.16,21.72,0.192,10.43,45.4
20230217,2023-02-17,581.78,70.03,31.5,22.68,0.215,10.98,45.4
20230218,2023-02-18,720.09,93.53,31.54,22.71,0.219,10.86,45.4
20230219,2023-02-19,712.74,92.12,30.34,21.84,0.23,10.55,45.4
20230220,2023-02-20,516.53,63.5,31.59,22.74,0.259,10.86,45.4
20230221,2023-02-21,540.66,65.19,30.37,21.87,0.21,10.8,45.4
20230222,2023-02-22,516.31,62.57,31.19,22.46,0.219,10.16,45.4
20230223,2023-02-23,536.47,65.62,31.54,22.71,0.27,10.66,45.4
20230224,2023-02-24,580.59,72.48,30.57,22.01,0.211,11.08,45.4
20230225,2023-02-25,693.41,87.19,31.25,22.5,0.209,10.72,45.4
20230226,2023-02-26,704.83,87.11,29.94,21.56,0.246,11.0,45.4
20230227,2023-02-27,524.18,67.45,31.36,22.58,0.207,10.59,45.4
20230228,2023-02-28,553.07,72.52,29.81,21.46,0.218,10.73,45.4
20230301,2023-03-01,543.63,70.04,30.37,21.87,0.225,10.23,45.4
20230302,2023-03-02,538.76,68.03,31.22,22.48,0.23,10.57,45.4
20230303,2023-03-03,587.14,73.97,30.84,22.2,0.18,11.13,45.4
20230304,2023-03-04,682.35,84.23,31.04,22.35,0.205,10.68,45.4
20230305,2023-03-05,697.73,86.27,30.96,22.29,0.202,10.79,45.4
20230306,2023-03-06,536.39,64.13,30.79,22.17,0.261,11.06,45.4
20230307,2023-03-07,542.52,65.33,30.69,22.1,0.211,10.93,45.4
20230308,2023-03-08,518.18,67.9,31.8,22.9,0.207,10.64,45.4
20230309,2023-03-09,535.24,68.19,30.77,22.15,0.231,10.55,45.4
20230310,2023-03-10,578.19,74.47,30.86,22.22,0.173,10.88,45.4
20230311,2023-03-11,716.59,86.0,31.45,22.64,0.206,10.89,45.4
20230312,2023-03-12,683.38,85.35,31.46,22.65,0.214,10.78,45.4
20230313,2023-03-13,545.8,67.6,30.51,21.97,0.202,10.47,45.4
20230314,2023-03-14,525.07,67.63,30.44,21.92,0.209,10.35,45.4
20230315,2023-03-15,537.87,66.71,30.99,22.31,0.2,10.82,45.4
20230316,2023-03-16,538.59,64.31,30.58,22.02,0.196,11.04,45.4
20230317,2023-03-17,602.1,75.54,30.84,22.2,0.231,10.7,45.4
20230318,2023-03-18,711.98,88.59,31.44,22.64,0.219,10.6,45.4
20230319,2023-03-19,720.4,94.24,31.37,22.59,0.188,10.87,45.4
20230320,2023-03-20,547.1,67.6,30.99,22.31,0.229,10.77,45.4
20230321,2023-03-21,530.16,66.86,31.21,22.47,0.234,10.74,45.4
20230322,2023-03-22,547.6,71.47,31.39,22.6,0.186,10.49,45.4
20230323,2023-03-23,531.03,63.57,30.77,22.15,0.191,10.54,45.4
20230324,2023-03-24,595.69,73.02,30.86,22.22,0.178,10.31,45.4
20230325,2023-03-25,683.8,84.11,31.39,22.6,0.205,10.69,45.4
20230326,2023-03-26,687.9,83.72,30.78,22.16,0.213,10.83,45.4
20230327,2023-03-27,523.95,66.0,31.29,22.53,0.198,11.16,45.4
20230328,2023-03-28,530.18,67.56,31.05,22.36,0.206,10.86,45.4
20230329,2023-03-29,555.67,71.25,31.19,22.46,0.182,10.8,45.4
20230330,2023-03-30,543.06,65.29,31.67,22.8,0.212,10.57,45.4
20230331,2023-03-31,621.76,77.54,30.56,22.0,0.199,10.75,45.4
20230401,2023-04-01,692.61,85.28,31.05,22.36,0.227,10.94,45.4
20230402,2023-04-02,722.71,90.79,30.46,21.93,0.2,10.49,45.4
20230403,2023-04-03,543.22,68.24,31.71,22.83,0.231,10.78,45.4
20230404,2023-04-04,533.14,64.04,30.83,22.2,0.223,10.84,45.4
20230405,2023-04-05,555.93,68.0,30.78,22.16,0.229,10.71,45.4
20230406,2023-04-06,522.29,66.49,30.36,21.86,0.205,10.59,45.4
20230407,2023-04-07,579.1,73.78,30.8,22.18,0.223,10.6,45.4
20230408,2023-04-08,692.14,89.43,30.39,21.88,0.217,10.45,45.4
20230409,2023-04-09,692.96,82.51,32.01,23.05,0.222,10.8,45.4
20230410,2023-04-10,524.98,65.41,30.92,22.26,0.196,10.67,45.4
20230411,2023-04-11,543.25,68.37,30.58,22.02,0.174,10.74,45.4
20230412,2023-04-12,545.62,67.37,30.86,22.22,0.226,10.65,45.4
20230413,2023-04-13,514.8,63.78,31.33,22.56,0.223,10.81,45.4
20230414,2023-04-14,585.1,71.57,30.08,21.66,0.205,10.69,45.4
20230415,2023-04-15,722.78,91.91,31.77,22.87,0.217,10.67,45.4
20230416,2023-04-16,719.02,86.11,31.53,22.7,0.221,10.69,45.4
20230417,2023-04-17,530.76,64.78,30.4,21.89,0.246,10.8,45.4
20230418,2023-04-18,553.85,72.63,30.92,22.26,0.23,11.01,45.4
20230419,2023-04-19,534.11,65.33,30.55,22.0,0.183,10.61,45.4
20230420,2023-04-20,543.37,71.08,31.39,22.6,0.201,10.25,45.4
20230421,2023-04-21,605.76,71.98,30.92,22.26,0.193,10.52,45.4
20230422,2023-04-22,726.34,91.38,31.17,22.44,0.223,10.66,45.4
20230423,2023-04-23,680.17,86.67,31.56,22.72,0.195,10.53,45.4
20230424,2023-04-24,516.42,67.0,31.46,22.65,0.229,10.92,45.4
20230425,2023-04-25,551.79,71.98,30.43,21.91,0.21,10.73,45.4
20230426,2023-04-26,518.69,67.85,30.56,22.0,0.243,10.6,45.4
20230427,2023-04-27,544.34,70.99,30.63,22.05,0.206,10.87,45.4
20230428,2023-04-28,592.59,71.17,31.86,22.94,0.219,10.68,45.4
20230429,2023-04-29,714.96,91.57,30.72,22.12,0.206,10.86,45.4
20230430,2023-04-30,716.05,85.5,31.13,22.41,0.211,10.25,45.4
20230501,2023-05-01,530.81,65.58,30.4,21.89,0.23,10.57,45.4
20230502,2023-05-02,516.81,65.77,30.79,22.17,0.206,10.66,45.4
20230503,2023-05-03,527.17,62.87,29.89,21.52,0.225,10.84,45.4
20230504,2023-05-04,544.3,67.33,30.85,22.21,0.224,10.47,45.4
20230505,2023-05-05,624.33,80.22,32.0,23.04,0.21,10.78,45.4
20230506,2023-05-06,735.49,88.34,30.0,21.6,0.192,10.73,45.4
20230507,2023-05-07,724.78,93.89,30.7,22.1,0.203,10.66,45.4
20230508,2023-05-08,548.37,66.16,31.06,22.36,0.27,10.65,45.4
20230509,2023-05-09,532.24,66.51,31.36,22.58,0.203,11.25,45.4
20230510,2023-05-10,518.26,66.99,30.46,21.93,0.228,10.55,45.4
20230511,2023-05-11,550.67,69.49,31.1,22.39,0.216,10.84,45.4
20230512,2023-05-12,585.86,73.0,31.0,22.32,0.202,10.5,45.4
20230513,2023-05-13,733.3,92.56,32.23,23.21,0.189,10.93,45.4
20230514,2023-05-14,736.57,87.54,31.16,22.44,0.207,10.83,45.4
20230515,2023-05-15,532.04,68.35,31.02,22.33,0.194,10.69,45.4
20230516,2023-05-16,527.37,66.57,31.1,22.39,0.181,10.5,45.4
20230517,2023-05-17,528.68,67.72,30.49,21.95,0.207,10.45,45.4
20230518,2023-05-18,525.66,68.76,30.43,21.91,0.202,10.69,45.4
20230519,2023-05-19,605.83,76.3,31.89,22.96,0.236,10.79,45.4
20230520,2023-05-20,715.96,90.34,31.09,22.38,0.223,10.83,45.4
20230521,2023-05-21,685.32,87.18,31.88,22.95,0.183,11.07,45.4
20230522,2023-05-22,557.54,70.58,31.16,22.44,0.206,10.98,45.4
20230523,2023-05-23,523.21,65.77,30.97,22.3,0.201,10.85,45.4
20230524,2023-05-24,523.87,65.92,30.81,22.18,0.201,10.66,45.4
20230525,2023-05-25,533.7,66.55,31.33,22.56,0.185,10.65,45.4
20230526,2023-05-26,600.54,74.72,30.87,22.23,0.201,10.6,45.4
20230527,2023-05-27,696.55,83.69,30.29,21.81,0.201,10.94,45.4
20230528,2023-05-28,722.31,92.18,31.09,22.38,0.152,10.77,45.4
20230529,2023-05-29,548.78,69.72,30.06,21.64,0.25,10.71,45.4
20230530,2023-05-30,522.77,65.81,30.47,21.94,0.19,10.87,45.4
20230531,2023-05-31,527.86,64.05,30.96,22.29,0.181,10.2,45.4
20230601,2023-06-01,545.07,71.21,31.87,22.95,0.224,10.84,45.4
20230602,2023-06-02,592.41,77.45,30.23,21.77,0.187,10.91,45.4
20230603,2023-06-03,729.56,91.03,31.09,22.38,0.235,11.09,45.4
20230604,2023-06-04,701.88,90.24,31.75,22.86,0.195,10.77,45.4
20230605,2023-06-05,522.93,62.8,31.09,22.38,0.195,10.41,45.4
20230606,2023-06-06,525.94,66.39,30.86,22.22,0.225,10.71,45.4
20230607,2023-06-07,526.16,63.4,30.79,22.17,0.212,11.05,45.4
20230608,2023-06-08,550.11,65.64,32.13,23.13,0.206,11.02,45.4
20230609,2023-06-09,592.64,72.5,31.29,22.53,0.189,10.45,45.4
20230610,2023-06-10,701.94,86.95,30.26,21.79,0.182,10.47,45.4
20230611,2023-06-11,729.69,91.44,31.11,22.4,0.217,10.8,45.4
20230612,2023-06-12,546.02,71.3,31.15,22.43,0.223,11.01,45.4
20230613,2023-06-13,553.47,70.77,30.79,22.17,0.244,10.69,45.4
20230614,2023-06-14,539.9,70.51,30.46,21.93,0.208,10.98,45.4
20230615,2023-06-15,526.31,64.31,30.99,22.31,0.225,10.64,45.4
20230616,2023-06-16,601.5,73.93,31.36,22.58,0.183,10.76,45.4
20230617,2023-06-17,702.37,85.53,30.71,22.11,0.237,10.54,45.4
20230618,2023-06-18,737.95,90.56,30.59,22.02,0.238,10.87,45.4
20230619,2023-06-19,534.87,66.47,30.82,22.19,0.209,11.03,45.4
20230620,2023-06-20,560.5,71.05,30.19,21.74,0.253,10.68,45.4
20230621,2023-06-21,535.27,66.9,30.92,22.26,0.214,10.73,45.4
20230622,2023-06-22,538.19,66.5,31.1,22.39,0.195,10.71,45.4
20230623,2023-06-23,605.46,74.76,30.7,22.1,0.194,10.59,45.4
20230624,2023-06-24,688.34,87.67,30.85,22.21,0.205,10.52,45.4
20230625,2023-06-25,704.78,89.93,31.35,22.57,0.215,10.57,45.4
20230626,2023-06-26,540.06,66.93,30.57,22.01,0.202,10.6,45.4
20230627,2023-06-27,526.16,65.06,30.81,22.18,0.249,11.02,45.4
20230628,2023-06-28,521.39,67.11,30.66,22.08,0.255,10.69,45.4
20230629,2023-06-29,542.75,66.87,30.11,21.68,0.234,10.49,45.4
20230630,2023-06-30,619.55,78.54,30.13,21.69,0.22,10.87,45.4
20230701,2023-07-01,741.93,93.8,30.72,22.12,0.202,10.42,45.4
20230702,2023-07-02,689.58,82.33,30.94,22.28,0.195,10.77,45.4
20230703,2023-07-03,546.52,66.66,30.98,22.31,0.206,10.63,45.4
20230704,2023-07-04,521.52,63.95,31.38,22.59,0.234,10.89,45.4
20230705,2023-07-05,531.4,66.64,30.82,22.19,0.216,10.5,45.4
20230706,2023-07-06,528.75,66.4,31.06,22.36,0.164,10.51,45.4
20230707,2023-07-07,595.76,73.3,30.55,22.0,0.205,10.85,45.4
20230708,2023-07-08,735.6,91.73,31.38,22.59,0.219,10.79,45.4
20230709,2023-07-09,731.48,90.33,30.9,22.25,0.196,10.93,45.4
20230710,2023-07-10,553.83,67.44,31.23,22.49,0.254,10.87,45.4
20230711,2023-07-11,545.28,68.73,31.14,22.42,0.153,10.84,45.4
20230712,2023-07-12,555.4,72.12,30.62,22.05,0.216,11.06,45.4
20230713,2023-07-13,555.37,71.15,30.8,22.18,0.21,10.65,45.4
20230714,2023-07-14,628.77,80.95,31.25,22.5,0.217,10.61,45.4
20230715,2023-07-15,727.32,94.1,30.92,22.26,0.179,10.83,45.4
20230716,2023-07-16,723.12,90.47,30.7,22.1,0.186,10.81,45.4
20230717,2023-07-17,528.03,64.83,30.59,22.02,0.197,10.63,45.4
20230718,2023-07-18,543.24,68.44,30.82,22.19,0.215,10.69,45.4
20230719,2023-07-19,532.0,64.17,31.25,22.5,0.235,10.73,45.4
20230720,2023-07-20,525.63,68.19,30.54,21.99,0.225,10.98,45.4
20230721,2023-07-21,595.55,74.48,31.09,22.38,0.226,10.54,45.4
20230722,2023-07-22,729.49,88.2,31.65,22.79,0.197,10.46,45.4
20230723,2023-07-23,717.18,91.6,31.98,23.03,0.207,10.94,45.4
20230724,2023-07-24,532.5,67.21,30.39,21.88,0.22,10.92,45.4
20230725,2023-07-25,560.24,71.97,30.25,21.78,0.203,10.72,45.4
20230726,2023-07-26,533.52,68.84,30.5,21.96,0.227,10.71,45.4
20230727,2023-07-27,550.52,66.03,31.08,22.38,0.212,10.74,45.4
20230728,2023-07-28,584.87,75.53,29.75,21.42,0.224,10.73,45.4
20230729,2023-07-29,693.69,83.49,30.47,21.94,0.186,10.36,45.4
20230730,2023-07-30,740.51,93.3,31.63,22.77,0.239,10.52,45.4
20230731,2023-07-31,542.51,67.17,31.19,22.46,0.238,10.57,45.4
20230801,2023-08-01,525.22,67.04,30.51,21.97,0.205,10.97,45.4
20230802,2023-08-02,552.95,68.44,30.36,21.86,0.187,10.31,45.4
20230803,2023-08-03,528.1,66.6,31.08,22.38,0.184,10.48,45.4
20230804,2023-08-04,591.06,70.43,30.65,22.07,0.194,10.79,45.4
20230805,2023-08-05,729.5,93.91,31.15,22.43,0.192,10.64,45.4
20230806,2023-08-06,729.74,93.38,30.74,22.13,0.222,10.81,45.4
20230807,2023-08-07,525.59,63.29,31.47,22.66,0.213,10.64,45.4
20230808,2023-08-08,559.04,70.45,30.19,21.74,0.211,10.79,45.4
20230809,2023-08-09,541.47,70.17,30.66,22.08,0.218,10.66,45.4
20230810,2023-08-10,554.13,66.15,30.99,22.31,0.192,10.68,45.4
20230811,2023-08-11,614.77,73.14,31.01,22.33,0.219,10.97,45.4
20230812,2023-08-12,728.24,93.38,31.34,22.56,0.23,10.82,45.4
20230813,2023-08-13,730.0,91.76,30.74,22.13,0.229,10.73,45.4
20230814,2023-08-14,553.85,70.97,30.26,21.79,0.195,10.74,45.4
20230815,2023-08-15,525.63,68.15,30.51,21.97,0.211,10.94,45.4
20230816,2023-08-16,547.58,67.66,30.62,22.05,0.261,10.45,45.4
20230817,2023-08-17,535.26,65.62,30.36,21.86,0.22,10.76,45.4
20230818,2023-08-18,613.06,73.95,31.23,22.49,0.221,10.31,45.4
20230819,2023-08-19,730.97,92.52,30.77,22.15,0.187,10.87,45.4
20230820,2023-08-20,731.75,91.51,31.15,22.43,0.22,10.59,45.4
20230821,2023-08-21,545.44,67.43,31.41,22.62,0.209,10.75,45.4
20230822,2023-08-22,544.37,65.67,31.34,22.56,0.204,10.68,45.4
20230823,2023-08-23,549.76,68.89,30.18,21.73,0.209,10.61,45.4
20230824,2023-08-24,524.09,64.75,30.98,22.31,0.226,10.84,45.4
20230825,2023-08-25,623.53,76.42,31.58,22.74,0.251,10.54,45.4
20230826,2023-08-26,725.46,95.21,31.47,22.66,0.2,10.62,45.4
20230827,2023-08-27,738.32,94.38,29.62,21.33,0.199,10.89,45.4
20230828,2023-08-28,560.7,73.09,30.62,22.05,0.202,10.85,45.4
20230829,2023-08-29,555.4,68.29,30.61,22.04,0.212,10.78,45.4
20230830,2023-08-30,559.9,68.64,31.55,22.72,0.211,10.67,45.4
20230831,2023-08-31,550.01,65.34,31.51,22.69,0.208,10.98,45.4
20230901,2023-09-01,599.37,73.38,30.63,22.05,0.212,10.46,45.4
20230902,2023-09-02,731.67,89.27,31.57,22.73,0.201,10.63,45.4
20230903,2023-09-03,742.65,96.7,31.21,22.47,0.215,10.56,45.4
20230904,2023-09-04,530.77,67.54,31.17,22.44,0.187,10.59,45.4
20230905,2023-09-05,549.06,66.64,30.54,21.99,0.214,10.78,45.4
20230906,2023-09-06,546.98,70.37,29.84,21.48,0.265,10.64,45.4
20230907,2023-09-07,521.78,64.82,31.15,22.43,0.187,10.88,45.4
20230908,2023-09-08,627.69,78.97,31.8,22.9,0.226,10.79,45.4
20230909,2023-09-09,725.73,89.61,30.69,22.1,0.236,10.36,45.4
20230910,2023-09-10,695.54,90.49,30.43,21.91,0.194,10.32,45.4
20230911,2023-09-11,564.61,70.67,30.94,22.28,0.189,10.49,45.4
20230912,2023-09-12,527.54,65.23,30.73,22.13,0.245,10.52,45.4
20230913,2023-09-13,524.43,62.28,30.36,21.86,0.219,10.56,45.4
20230914,2023-09-14,529.94,69.34,31.46,22.65,0.241,10.88,45.4
20230915,2023-09-15,589.48,74.05,30.4,21.89,0.174,10.71,45.4
20230916,2023-09-16,721.68,94.69,31.07,22.37,0.209,11.05,45.4
20230917,2023-09-17,718.93,93.24,30.37,21.87,0.214,10.76,45.4
20230918,2023-09-18,565.12,67.88,31.03,22.34,0.214,10.71,45.4
20230919,2023-09-19,522.58,64.88,30.29,21.81,0.185,10.28,45.4
20230920,2023-09-20,547.51,66.79,31.13,22.41,0.167,10.66,45.4
20230921,2023-09-21,545.72,71.38,30.63,22.05,0.217,10.63,45.4
20230922,2023-09-22,614.8,79.75,31.42,22.62,0.222,10.7,45.4
20230923,2023-09-23,710.45,87.13,31.61,22.76,0.204,10.76,45.4
20230924,2023-09-24,736.32,91.31,31.14,22.42,0.215,10.63,45.4
20230925,2023-09-25,558.23,72.68,30.92,22.26,0.203,10.87,45.4
20230926,2023-09-26,544.46,67.87,31.35,22.57,0.231,10.71,45.4
20230927,2023-09-27,564.14,72.86,30.96,22.29,0.186,10.67,45.4
20230928,2023-09-28,547.6,70.19,30.58,22.02,0.212,10.86,45.4
20230929,2023-09-29,609.02,79.32,30.66,22.08,0.215,10.73,45.4
20230930,2023-09-30,718.92,93.47,31.12,22.41,0.192,10.6,45.4
20231001,2023-10-01,738.66,96.43,30.91,22.26,0.238,10.84,45.4
20231002,2023-10-02,524.31,66.19,30.4,21.89,0.215,10.55,45.4
20231003,2023-10-03,558.1,67.71,30.33,21.84,0.225,10.38,45.4
20231004,2023-10-04,537.41,70.2,31.69,22.82,0.205,10.73,45.4
20231005,2023-10-05,531.26,64.87,31.07,22.37,0.191,10.75,45.4
20231006,2023-10-06,605.38,75.63,30.6,22.03,0.215,10.9,45.4
20231007,2023-10-07,738.81,90.85,30.33,21.84,0.2,10.34,45.4
20231008,2023-10-08,705.65,84.0,29.92,21.54,0.227,10.58,45.4
20231009,2023-10-09,550.17,71.22,31.08,22.38,0.21,10.73,45.4
20231010,2023-10-10,525.95,64.17,30.96,22.29,0.173,10.65,45.4
20231011,2023-10-11,538.73,67.85,30.26,21.79,0.196,10.46,45.4
20231012,2023-10-12,535.56,66.68,30.51,21.97,0.2,10.66,45.4
20231013,2023-10-13,607.09,74.33,31.0,22.32,0.231,10.96,45.4
20231014,2023-10-14,725.66,90.63,31.08,22.38,0.214,10.46,45.4
20231015,2023-10-15,696.69,84.98,30.16,21.72,0.16,10.33,45.4
20231016,2023-10-16,545.17,69.16,31.11,22.4,0.211,10.96,45.4
20231017,2023-10-17,560.97,68.6,30.75,22.14,0.248,10.69,45.4
20231018,2023-10-18,528.43,64.04,31.62,22.77,0.206,10.59,45.4
20231019,2023-10-19,565.13,69.24,30.86,22.22,0.198,10.73,45.4
20231020,2023-10-20,623.0,78.59,30.73,22.13,0.186,10.55,45.4
20231021,2023-10-21,740.52,89.09,30.52,21.97,0.193,10.84,45.4
20231022,2023-10-22,693.04,82.91,31.49,22.67,0.227,10.43,45.4
20231023,2023-10-23,533.74,66.28,30.62,22.05,0.208,10.8,45.4
20231024,2023-10-24,548.05,71.02,30.44,21.92,0.207,11.11,45.4
20231025,2023-10-25,526.18,65.65,31.13,22.41,0.242,10.51,45.4
20231026,2023-10-26,560.09,67.63,31.21,22.47,0.164,10.73,45.4
20231027,2023-10-27,627.09,76.09,30.84,22.2,0.215,10.6,45.4
20231028,2023-10-28,746.71,91.87,31.38,22.59,0.227,10.42,45.4
20231029,2023-10-29,704.77,87.65,31.42,22.62,0.233,10.81,45.4
20231030,2023-10-30,566.61,68.36,31.01,22.33,0.213,10.7,45.4
20231031,2023-10-31,536.34,66.62,31.01,22.33,0.204,10.46,45.4
20231101,2023-11-01,542.07,67.39,30.92,22.26,0.197,10.22,45.4
20231102,2023-11-02,551.36,67.12,32.07,23.09,0.208,10.85,45.4
20231103,2023-11-03,633.68,81.78,30.85,22.21,0.222,10.28,45.4
20231104,2023-11-04,732.56,89.44,30.92,22.26,0.194,10.73,45.4
20231105,2023-11-05,741.82,92.64,31.32,22.55,0.235,10.8,45.4
20231106,2023-11-06,546.28,68.89,30.99,22.31,0.198,10.29,45.4
20231107,2023-11-07,525.61,67.24,31.53,22.7,0.159,10.6,45.4
20231108,2023-11-08,561.28,68.6,31.23,22.49,0.22,10.95,45.4
20231109,2023-11-09,536.23,63.68,30.89,22.24,0.204,10.86,45.4
20231110,2023-11-10,594.84,77.16,31.38,22.59,0.196,11.05,45.4
20231111,2023-11-11,742.56,97.11,31.23,22.49,0.214,10.84,45.4
20231112,2023-11-12,735.58,93.72,30.25,21.78,0.188,10.65,45.4
20231113,2023-11-13,538.21,67.29,31.43,22.63,0.187,10.78,45.4
20231114,2023-11-14,549.54,66.73,31.6,22.75,0.233,10.56,45.4
20231115,2023-11-15,536.67,67.88,30.07,21.65,0.222,11.04,45.4
20231116,2023-11-16,555.56,70.43,32.54,23.43,0.218,10.43,45.4
20231117,2023-11-17,614.86,74.61,31.5,22.68,0.193,10.44,45.4
20231118,2023-11-18,706.53,86.78,29.92,21.54,0.205,10.54,45.4
20231119,2023-11-19,726.47,91.33,30.72,22.12,0.183,10.77,45.4
20231120,2023-11-20,687.61,89.09,31.07,22.37,0.185,10.55,45.4
20231121,2023-11-21,687.71,88.64,31.2,22.46,0.227,10.58,45.4
20231122,2023-11-22,672.38,86.68,30.83,22.2,0.22,10.94,45.4
20231123,2023-11-23,688.13,86.32,30.88,22.23,0.197,10.45,45.4
20231124,2023-11-24,737.26,88.02,31.04,22.35,0.22,10.78,45.4
20231125,2023-11-25,868.59,112.13,31.12,22.41,0.186,10.94,45.4
20231126,2023-11-26,934.48,118.62,30.57,22.01,0.237,10.6,45.4
20231127,2023-11-27,695.94,89.08,30.43,21.91,0.192,10.65,45.4
20231128,2023-11-28,661.67,85.45,30.93,22.27,0.214,10.56,45.4
20231129,2023-11-29,661.31,85.17,30.33,21.84,0.217,10.64,45.4
20231130,2023-11-30,681.41,82.46,30.58,22.02,0.204,10.77,45.4
20231201,2023-12-01,779.01,98.47,30.73,22.13,0.229,10.74,45.4
20231202,2023-12-02,896.3,107.11,31.31,22.54,0.223,10.51,45.4
